module_name,variable_name,classification,recommended_action,confidence,reason,update_type,priority,code_files,notes
assets,default_recovery_hours,accept_contract_field,add_to_v5_module_brief_output_contract,medium,"Field suffix indicates a likely contract output such as total, status, warning, cost, rate, hours, or row array.",add_implemented_output_contract_to_brief,P1,hooks\cost-allocation\useCostAllocationAssetOverlay.js,implemented_contract_not_documented_in_brief
assets,excluded_asset_finance_interest_total,accept_contract_field,add_to_v5_module_brief_output_contract,high,Field is a named business/status/readiness/financial/hour/recovery output used by code.,add_implemented_output_contract_to_brief,P1,lib\reconciliation\reconciliationRules.js,implemented_contract_not_documented_in_brief
assets,has_productive_asset_recovery_base,accept_contract_field,add_to_v5_module_brief_output_contract,high,Field is a named business/status/readiness/financial/hour/recovery output used by code.,add_implemented_output_contract_to_brief,P1,hooks\cost-allocation\useCostAllocationOutputContract.js | hooks\useAssets.js | hooks\useBusinessSummary.js | hooks\useCostSummary.js | lib\calculations\cost-allocation\costAllocationInputBuilder.js | lib\calculations\recoverySummaryCalculations.js | lib\selectors\recoverySummarySelectors.js,implemented_contract_not_documented_in_brief
assets,no_active_assets_confirmed,accept_contract_field,add_to_v5_module_brief_output_contract,high,Field is a named business/status/readiness/financial/hour/recovery output used by code.,add_implemented_output_contract_to_brief,P1,hooks\useAssets.js | lib\reconciliation\reconciliationRules.js | lib\selectors\assetSelectors.js | lib\storage\assetStorage.js,implemented_contract_not_documented_in_brief
assets,productive_asset_cost,accept_contract_field,add_to_v5_module_brief_output_contract,high,Field is a named business/status/readiness/financial/hour/recovery output used by code.,add_implemented_output_contract_to_brief,P1,hooks\cost-allocation\useCostAllocationAssetOverlay.js | hooks\useBusinessSummary.js | hooks\useCostAllocation.js | hooks\useCostSummary.js,implemented_contract_not_documented_in_brief
assets,productive_asset_recovery_cost_annual,accept_contract_field,add_to_v5_module_brief_output_contract,high,Field is a named business/status/readiness/financial/hour/recovery output used by code.,add_implemented_output_contract_to_brief,P1,hooks\useCostSummary.js,implemented_contract_not_documented_in_brief
assets,recovery_hours_used,accept_contract_field,add_to_v5_module_brief_output_contract,high,Field is a named business/status/readiness/financial/hour/recovery output used by code.,add_implemented_output_contract_to_brief,P1,hooks\cost-allocation\useCostAllocationAssetOverlay.js,implemented_contract_not_documented_in_brief
assets,support_asset_cost,accept_contract_field,add_to_v5_module_brief_output_contract,high,Field is a named business/status/readiness/financial/hour/recovery output used by code.,add_implemented_output_contract_to_brief,P1,hooks\cost-allocation\useCostAllocationAssetOverlay.js | hooks\useBusinessSummary.js | hooks\useCostAllocation.js | hooks\useCostSummary.js,implemented_contract_not_documented_in_brief
assets,support_asset_count,accept_contract_field,add_to_v5_module_brief_output_contract,high,Field is a named business/status/readiness/financial/hour/recovery output used by code.,add_implemented_output_contract_to_brief,P1,hooks\useAssets.js | hooks\useBusinessSummary.js | hooks\useCostSummary.js,implemented_contract_not_documented_in_brief
assets,total_allocated_asset_overhead_cost_annual,accept_contract_field,add_to_v5_module_brief_output_contract,high,Field is a named business/status/readiness/financial/hour/recovery output used by code.,add_implemented_output_contract_to_brief,P1,hooks\useCostSummary.js,implemented_contract_not_documented_in_brief
assets,total_asset_interest_annual,accept_contract_field,add_to_v5_module_brief_output_contract,high,Field is a named business/status/readiness/financial/hour/recovery output used by code.,add_implemented_output_contract_to_brief,P1,hooks\useCostSummary.js | lib\reconciliation\reconciliationRules.js,implemented_contract_not_documented_in_brief
assets,total_asset_recovery_cost_annual,accept_contract_field,add_to_v5_module_brief_output_contract,high,Field is a named business/status/readiness/financial/hour/recovery output used by code.,add_implemented_output_contract_to_brief,P1,hooks\useAssets.js | hooks\useCostSummary.js,implemented_contract_not_documented_in_brief
assets,total_general_overheads_before_asset_assignment,accept_contract_field,add_to_v5_module_brief_output_contract,high,Field is a named business/status/readiness/financial/hour/recovery output used by code.,add_implemented_output_contract_to_brief,P1,hooks\useCostSummary.js,implemented_contract_not_documented_in_brief
assets,total_unassigned_asset_related_overhead_cost_annual,accept_contract_field,add_to_v5_module_brief_output_contract,high,Field is a named business/status/readiness/financial/hour/recovery output used by code.,add_implemented_output_contract_to_brief,P1,hooks\useAssets.js | hooks\useCostSummary.js | hooks\useGeneralOverheads.js,implemented_contract_not_documented_in_brief
business-modelling,current_margin_per_productive_hour,accept_contract_field,add_to_v5_module_brief_output_contract,high,Field is a named business/status/readiness/financial/hour/recovery output used by code.,add_implemented_output_contract_to_brief,P1,hooks\useBusinessModelling.js,implemented_contract_not_documented_in_brief
business-modelling,has_baseline,accept_contract_field,add_to_v5_module_brief_output_contract,high,Field is a named business/status/readiness/financial/hour/recovery output used by code.,add_implemented_output_contract_to_brief,P1,hooks\useBusinessModelling.js,implemented_contract_not_documented_in_brief
business-modelling,modelling_ready,accept_contract_field,add_to_v5_module_brief_output_contract,medium,"Field suffix indicates a likely contract output such as total, status, warning, cost, rate, hours, or row array.",add_implemented_output_contract_to_brief,P1,app\business-modelling\page.jsx | hooks\useBusinessModelling.js | lib\selectors\businessModellingSelectors.js,implemented_contract_not_documented_in_brief | readiness_field
business-modelling,recovery_gap_per_hour,accept_contract_field,add_to_v5_module_brief_output_contract,high,Field is a named business/status/readiness/financial/hour/recovery output used by code.,add_implemented_output_contract_to_brief,P1,app\business-modelling\page.jsx | components\business-modelling\BusinessModellingBaselineCard.jsx | hooks\useBusinessModelling.js | lib\calculations\businessModellingCalculations.js | lib\selectors\businessModellingSelectors.js,implemented_contract_not_documented_in_brief
business-modelling,summary_status,accept_contract_field,add_to_v5_module_brief_output_contract,medium,"Field suffix indicates a likely contract output such as total, status, warning, cost, rate, hours, or row array.",add_implemented_output_contract_to_brief,P1,hooks\useBusinessModelling.js,implemented_contract_not_documented_in_brief | status_field
business-modelling,summaryWarnings,accept_contract_field,add_to_v5_module_brief_output_contract,medium,Field appears to carry warning state consumed by the UI or downstream modules.,add_implemented_output_contract_to_brief,P1,hooks\useBusinessModelling.js,implemented_contract_not_documented_in_brief
business-modelling,total_available_hours_before_productivity,accept_contract_field,add_to_v5_module_brief_output_contract,high,Field is a named business/status/readiness/financial/hour/recovery output used by code.,add_implemented_output_contract_to_brief,P1,hooks\useBusinessModelling.js,implemented_contract_not_documented_in_brief
business-modelling,total_revenue,accept_contract_field,add_to_v5_module_brief_output_contract,high,Field is a named business/status/readiness/financial/hour/recovery output used by code.,add_implemented_output_contract_to_brief,P1,hooks\useBusinessModelling.js,implemented_contract_not_documented_in_brief
business-modelling,weighted_productivity_percent,accept_contract_field,add_to_v5_module_brief_output_contract,high,Field is a named business/status/readiness/financial/hour/recovery output used by code.,add_implemented_output_contract_to_brief,P1,hooks\useBusinessModelling.js,implemented_contract_not_documented_in_brief
business-summary,business_recovery_hours,accept_contract_field,add_to_v5_module_brief_output_contract,high,Field is a named business/status/readiness/financial/hour/recovery output used by code.,add_implemented_output_contract_to_brief,P1,hooks\useBusinessSummary.js,implemented_contract_not_documented_in_brief
business-summary,business_summary_warnings,accept_contract_field,add_to_v5_module_brief_output_contract,high,Field is a named business/status/readiness/financial/hour/recovery output used by code.,add_implemented_output_contract_to_brief,P1,app\business-summary\page.jsx | components\business-summary\BusinessSummaryStatusStrip.jsx | hooks\useBusinessModelling.js | hooks\useBusinessSummary.js | hooks\useQuoteEngine.js | lib\calculations\businessModellingCalculations.js | lib\selectors\businessSummarySelectors.js | lib\selectors\quoteEngineSelectors.js,implemented_contract_not_documented_in_brief | warnings_field
business-summary,business_type,accept_contract_field,add_to_v5_module_brief_output_contract,high,Field is a named business/status/readiness/financial/hour/recovery output used by code.,add_implemented_output_contract_to_brief,P1,hooks\useBusinessSummary.js,implemented_contract_not_documented_in_brief
business-summary,cost_burden_breakdown,accept_contract_field,add_to_v5_module_brief_output_contract,high,Field is a named business/status/readiness/financial/hour/recovery output used by code.,add_implemented_output_contract_to_brief,P1,hooks\useBusinessSummary.js,implemented_contract_not_documented_in_brief
business-summary,is_product_based,accept_contract_field,add_to_v5_module_brief_output_contract,high,Field is a named business/status/readiness/financial/hour/recovery output used by code.,add_implemented_output_contract_to_brief,P1,app\business-summary\page.jsx | components\business-summary\BusinessSummaryCard.jsx | components\business-summary\BusinessSummaryHierarchyBuilder.js | hooks\useBusinessSummary.js | lib\calculations\businessSummaryCalculations.js | lib\selectors\businessSummarySelectors.js,implemented_contract_not_documented_in_brief | readiness_field
business-summary,margin_pool,accept_contract_field,add_to_v5_module_brief_output_contract,high,Field is a named business/status/readiness/financial/hour/recovery output used by code.,add_implemented_output_contract_to_brief,P1,components\recovery-summary\main-card\RecoveryOutcomeDetail.jsx | components\recovery-summary\main-card\recoverySummaryWarningHelpers.js | components\recovery-summary\recoverySummaryWarningDetails.js | hooks\useBusinessModelling.js | hooks\useBusinessSummary.js | hooks\useRevenueReality.js | lib\calculations\recoverySummaryCalculations.js | lib\recovery\recoveryRiskWarningSystem.js | lib\selectors\businessSummarySelectors.js,implemented_contract_not_documented_in_brief
business-summary,net_position,accept_contract_field,add_to_v5_module_brief_output_contract,high,Field is a named business/status/readiness/financial/hour/recovery output used by code.,add_implemented_output_contract_to_brief,P1,components\recovery-summary\recoverySummaryWarningDetails.js | hooks\useBusinessModelling.js | lib\calculations\recoveryOutcomeCalculations.js | lib\calculations\recoverySummaryCalculations.js | lib\selectors\businessSummarySelectors.js,implemented_contract_not_documented_in_brief
business-summary,operating_recovery_hours,accept_contract_field,add_to_v5_module_brief_output_contract,high,Field is a named business/status/readiness/financial/hour/recovery output used by code.,add_implemented_output_contract_to_brief,P1,hooks\useBusinessSummary.js,implemented_contract_not_documented_in_brief
business-summary,ready,accept_contract_field,add_to_v5_module_brief_output_contract,medium,Field appears to carry module readiness state.,add_implemented_output_contract_to_brief,P1,hooks\useBusinessSummary.js | lib\selectors\businessSummarySelectors.js,implemented_contract_not_documented_in_brief
business-summary,recovery_hours_used,accept_contract_field,add_to_v5_module_brief_output_contract,high,Field is a named business/status/readiness/financial/hour/recovery output used by code.,add_implemented_output_contract_to_brief,P1,hooks\useBusinessSummary.js | lib\selectors\businessSummarySelectors.js,implemented_contract_not_documented_in_brief
business-summary,total_available_hours_before_productivity,accept_contract_field,add_to_v5_module_brief_output_contract,high,Field is a named business/status/readiness/financial/hour/recovery output used by code.,add_implemented_output_contract_to_brief,P1,hooks\useBusinessSummary.js,implemented_contract_not_documented_in_brief
business-summary,total_recovery_hours,accept_contract_field,add_to_v5_module_brief_output_contract,high,Field is a named business/status/readiness/financial/hour/recovery output used by code.,add_implemented_output_contract_to_brief,P1,hooks\useBusinessSummary.js,implemented_contract_not_documented_in_brief
business-summary,total_revenue,accept_contract_field,add_to_v5_module_brief_output_contract,high,Field is a named business/status/readiness/financial/hour/recovery output used by code.,add_implemented_output_contract_to_brief,P1,hooks\useBusinessSummary.js | lib\selectors\businessSummarySelectors.js,implemented_contract_not_documented_in_brief
business-summary,units_sold_annual,accept_contract_field,add_to_v5_module_brief_output_contract,high,Field is a named business/status/readiness/financial/hour/recovery output used by code.,add_implemented_output_contract_to_brief,P1,hooks\useBusinessSummary.js | lib\selectors\businessSummarySelectors.js,implemented_contract_not_documented_in_brief
business-summary,weighted_productivity_percent,accept_contract_field,add_to_v5_module_brief_output_contract,high,Field is a named business/status/readiness/financial/hour/recovery output used by code.,add_implemented_output_contract_to_brief,P1,hooks\useBusinessSummary.js,implemented_contract_not_documented_in_brief
cost-allocation,recovery_hours_used,accept_contract_field,add_to_v5_module_brief_output_contract,high,Field is a named business/status/readiness/financial/hour/recovery output used by code.,add_implemented_output_contract_to_brief,P1,hooks\useCostAllocation.js,implemented_contract_not_documented_in_brief
cost-summary,cost_summary_ready,accept_contract_field,add_to_v5_module_brief_output_contract,high,Field is a named business/status/readiness/financial/hour/recovery output used by code.,add_implemented_output_contract_to_brief,P1,hooks\useBusinessSummary.js | lib\selectors\businessSummarySelectors.js,implemented_contract_not_documented_in_brief | readiness_field
cost-summary,finance_cost_annual,accept_contract_field,add_to_v5_module_brief_output_contract,high,Field is a named business/status/readiness/financial/hour/recovery output used by code.,add_implemented_output_contract_to_brief,P1,hooks\useCostSummary.js,implemented_contract_not_documented_in_brief
cost-summary,required_recovery_rate,accept_contract_field,add_to_v5_module_brief_output_contract,high,Field is a named business/status/readiness/financial/hour/recovery output used by code.,add_implemented_output_contract_to_brief,P1,hooks\useBusinessModelling.js | hooks\useBusinessSummary.js | lib\calculations\quoteEngineCalculations.js | lib\recovery\recoveryRiskWarningSystem.js | lib\selectors\quoteEngineSelectors.js,implemented_contract_not_documented_in_brief
cost-summary,running_cost_annual,accept_contract_field,add_to_v5_module_brief_output_contract,high,Field is a named business/status/readiness/financial/hour/recovery output used by code.,add_implemented_output_contract_to_brief,P1,hooks\useCostSummary.js,implemented_contract_not_documented_in_brief
cost-summary,total_available_hours_before_productivity,accept_contract_field,add_to_v5_module_brief_output_contract,high,Field is a named business/status/readiness/financial/hour/recovery output used by code.,add_implemented_output_contract_to_brief,P1,lib\selectors\costSummarySelectors.js,implemented_contract_not_documented_in_brief
cost-summary,total_business_cost_annual,accept_contract_field,add_to_v5_module_brief_output_contract,high,Field is a named business/status/readiness/financial/hour/recovery output used by code.,add_implemented_output_contract_to_brief,P1,hooks\useCostSummary.js,implemented_contract_not_documented_in_brief
cost-summary,total_people_cost_annual,accept_contract_field,add_to_v5_module_brief_output_contract,high,Field is a named business/status/readiness/financial/hour/recovery output used by code.,add_implemented_output_contract_to_brief,P1,hooks\useBusinessSummary.js | hooks\useCostSummary.js | hooks\useRevenueReality.js | lib\audit\buildLiveAuditSnapshotExport.js | lib\calculations\quoteEngineCalculations.js | lib\calculations\recoverySummaryCalculations.js,implemented_contract_not_documented_in_brief
cost-summary,total_recovery_hours,accept_contract_field,add_to_v5_module_brief_output_contract,high,Field is a named business/status/readiness/financial/hour/recovery output used by code.,add_implemented_output_contract_to_brief,P1,lib\selectors\costSummarySelectors.js,implemented_contract_not_documented_in_brief
cost-summary,weighted_productivity_percent,accept_contract_field,add_to_v5_module_brief_output_contract,high,Field is a named business/status/readiness/financial/hour/recovery output used by code.,add_implemented_output_contract_to_brief,P1,hooks\useCostSummary.js | lib\selectors\costSummarySelectors.js,implemented_contract_not_documented_in_brief
general-overheads,employee_overheads_benchmark_total,accept_contract_field,add_to_v5_module_brief_output_contract,high,Field is a named business/status/readiness/financial/hour/recovery output used by code.,add_implemented_output_contract_to_brief,P1,lib\reconciliation\reconciliationRules.js,implemented_contract_not_documented_in_brief
general-overheads,employee_overheads_lines,accept_contract_field,add_to_v5_module_brief_output_contract,medium,"Field suffix indicates a likely contract output such as total, status, warning, cost, rate, hours, or row array.",add_implemented_output_contract_to_brief,P1,lib\reconciliation\reconciliationRules.js,implemented_contract_not_documented_in_brief
general-overheads,grouped_overhead_rows,accept_contract_field,add_to_v5_module_brief_output_contract,medium,"Field suffix indicates a likely contract output such as total, status, warning, cost, rate, hours, or row array.",add_implemented_output_contract_to_brief,P1,components\general-overheads\GeneralOverheadSummaryCard.jsx | lib\selectors\general-overheads\generalOverheadCardSelector.js,implemented_contract_not_documented_in_brief
general-overheads,grouped_summary,accept_contract_field,add_to_v5_module_brief_output_contract,medium,"Field suffix indicates a likely contract output such as total, status, warning, cost, rate, hours, or row array.",add_implemented_output_contract_to_brief,P1,lib\selectors\general-overheads\generalOverheadCardSelector.js,implemented_contract_not_documented_in_brief
general-overheads,is_hydrated,accept_contract_field,add_to_v5_module_brief_output_contract,high,Field is a named business/status/readiness/financial/hour/recovery output used by code.,add_implemented_output_contract_to_brief,P1,hooks\useGeneralOverheads.js,implemented_contract_not_documented_in_brief | readiness_field
general-overheads,operating_expense_lines,accept_contract_field,add_to_v5_module_brief_output_contract,medium,"Field suffix indicates a likely contract output such as total, status, warning, cost, rate, hours, or row array.",add_implemented_output_contract_to_brief,P1,hooks\useGeneralOverheads.js,implemented_contract_not_documented_in_brief
general-overheads,overhead_rows,accept_contract_field,add_to_v5_module_brief_output_contract,medium,"Field suffix indicates a likely contract output such as total, status, warning, cost, rate, hours, or row array.",add_implemented_output_contract_to_brief,P1,components\general-overheads\GeneralOverheadSummaryCard.jsx | hooks\useCostSummary.js,implemented_contract_not_documented_in_brief
labour,active_staff,accept_contract_field,add_to_v5_module_brief_output_contract,high,Field is a named business/status/readiness/financial/hour/recovery output used by code.,add_implemented_output_contract_to_brief,P1,hooks\useCostSummary.js | lib\calculations\cost-allocation\costAllocationLabourAdapter.js | lib\calculations\cost-allocation\costAllocationValidation.js | lib\calculations\costAllocationRules.js | lib\selectors\costSummarySelectors.js,implemented_contract_not_documented_in_brief
labour,all_labour_type_rows,accept_contract_field,add_to_v5_module_brief_output_contract,medium,"Field suffix indicates a likely contract output such as total, status, warning, cost, rate, hours, or row array.",add_implemented_output_contract_to_brief,P1,hooks\useCostAllocation.js,implemented_contract_not_documented_in_brief
labour,expected_labour_margin_percent,accept_contract_field,add_to_v5_module_brief_output_contract,high,Field is a named business/status/readiness/financial/hour/recovery output used by code.,add_implemented_output_contract_to_brief,P1,lib\selectors\quickStartSelectors.js | lib\storage\quickStartStorage.js,implemented_contract_not_documented_in_brief
labour,is_labour_based,accept_contract_field,add_to_v5_module_brief_output_contract,high,Field is a named business/status/readiness/financial/hour/recovery output used by code.,add_implemented_output_contract_to_brief,P1,app\business-summary\page.jsx | components\business-summary\BusinessSummaryCard.jsx | components\business-summary\BusinessSummaryHierarchyBuilder.js | hooks\useBusinessSummary.js | hooks\useRecoverySummary.js | hooks\useRevenueReality.js | lib\calculations\businessSummaryCalculations.js | lib\calculations\recoverySummaryCalculations.js | lib\calculations\revenueRealityCalculations.js | lib\selectors\businessSummarySelectors.js | lib\selectors\recoverySummarySelectors.js,implemented_contract_not_documented_in_brief | readiness_field
labour,is_labour_reality,accept_contract_field,add_to_v5_module_brief_output_contract,high,Field is a named business/status/readiness/financial/hour/recovery output used by code.,add_implemented_output_contract_to_brief,P1,components\quick-start\QuickStartMainCard.jsx | lib\selectors\quickStartSelectors.js,implemented_contract_not_documented_in_brief | readiness_field
labour,labour_hours,accept_contract_field,add_to_v5_module_brief_output_contract,medium,"Field suffix indicates a likely contract output such as total, status, warning, cost, rate, hours, or row array.",add_implemented_output_contract_to_brief,P1,lib\selectors\quickStartSelectors.js | lib\storage\quickStartStorage.js,implemented_contract_not_documented_in_brief
labour,labour_rate,accept_contract_field,add_to_v5_module_brief_output_contract,medium,"Field suffix indicates a likely contract output such as total, status, warning, cost, rate, hours, or row array.",add_implemented_output_contract_to_brief,P1,components\labour\ScenarioModelCard.jsx | lib\calculations\quickStartCalculations.js | lib\selectors\labour\labourStatusSelectors.js | lib\selectors\quickStartSelectors.js | lib\storage\labourRateRealityCheckStorage.js | lib\storage\labourStorage.js | lib\storage\quickStartStorage.js,implemented_contract_not_documented_in_brief
labour,productive_hours,accept_contract_field,add_to_v5_module_brief_output_contract,high,Field is a named business/status/readiness/financial/hour/recovery output used by code.,add_implemented_output_contract_to_brief,P1,hooks\cost-allocation\useCostAllocationGroupRecoveryRows.js | lib\reconciliation\reconciliationRules.js | lib\selectors\labour\labourStatusSelectors.js,implemented_contract_not_documented_in_brief
labour,productive_labour_type_rows,accept_contract_field,add_to_v5_module_brief_output_contract,medium,"Field suffix indicates a likely contract output such as total, status, warning, cost, rate, hours, or row array.",add_implemented_output_contract_to_brief,P1,hooks\useCostAllocation.js,implemented_contract_not_documented_in_brief
labour,productive_rows,accept_contract_field,add_to_v5_module_brief_output_contract,medium,"Field suffix indicates a likely contract output such as total, status, warning, cost, rate, hours, or row array.",add_implemented_output_contract_to_brief,P1,lib\calculations\cost-allocation\costAllocationLabourAdapter.js,implemented_contract_not_documented_in_brief
labour,productive_staff_type_rate_warnings,accept_contract_field,add_to_v5_module_brief_output_contract,high,Field is a named business/status/readiness/financial/hour/recovery output used by code.,add_implemented_output_contract_to_brief,P1,components\labour\LabourCompactWorkspaceCard.jsx | components\labour\ProductiveStaffTypeRatesPanel.jsx | lib\calculations\labourCalculations.js | lib\selectors\labour\labourOutputContractSelectors.js,implemented_contract_not_documented_in_brief | warnings_field
labour,profile_rows,accept_contract_field,add_to_v5_module_brief_output_contract,medium,"Field suffix indicates a likely contract output such as total, status, warning, cost, rate, hours, or row array.",add_implemented_output_contract_to_brief,P1,hooks\useLabour.js,implemented_contract_not_documented_in_brief
labour,rate_builder_labour_recovery_rows,accept_contract_field,add_to_v5_module_brief_output_contract,medium,"Field suffix indicates a likely contract output such as total, status, warning, cost, rate, hours, or row array.",add_implemented_output_contract_to_brief,P1,hooks\useCostAllocation.js | lib\selectors\rate-builder\rateBuilderLabourSourceSelectors.js,implemented_contract_not_documented_in_brief
labour,required_labour_burden_rate,accept_contract_field,add_to_v5_module_brief_output_contract,high,Field is a named business/status/readiness/financial/hour/recovery output used by code.,add_implemented_output_contract_to_brief,P1,app\business-summary\page.jsx | hooks\useBusinessSummary.js,implemented_contract_not_documented_in_brief
labour,support_labour_type_rows,accept_contract_field,add_to_v5_module_brief_output_contract,medium,"Field suffix indicates a likely contract output such as total, status, warning, cost, rate, hours, or row array.",add_implemented_output_contract_to_brief,P1,hooks\useCostAllocation.js,implemented_contract_not_documented_in_brief
labour,support_rows,accept_contract_field,add_to_v5_module_brief_output_contract,medium,"Field suffix indicates a likely contract output such as total, status, warning, cost, rate, hours, or row array.",add_implemented_output_contract_to_brief,P1,lib\calculations\cost-allocation\costAllocationLabourAdapter.js,implemented_contract_not_documented_in_brief
labour,total_productive_paid_hours,accept_contract_field,add_to_v5_module_brief_output_contract,high,Field is a named business/status/readiness/financial/hour/recovery output used by code.,add_implemented_output_contract_to_brief,P1,components\labour\LabourCompactWorkspaceCard.jsx | components\labour\ProductiveStaffTypeRatesPanel.jsx,implemented_contract_not_documented_in_brief
labour,total_staff_recovery_hours,accept_contract_field,add_to_v5_module_brief_output_contract,high,Field is a named business/status/readiness/financial/hour/recovery output used by code.,add_implemented_output_contract_to_brief,P1,hooks\useBusinessSummary.js | lib\selectors\costSummarySelectors.js,implemented_contract_not_documented_in_brief
labour,weighted_all_productive_productivity_percent,accept_contract_field,add_to_v5_module_brief_output_contract,high,Field is a named business/status/readiness/financial/hour/recovery output used by code.,add_implemented_output_contract_to_brief,P1,components\labour\LabourCompactWorkspaceCard.jsx,implemented_contract_not_documented_in_brief
model-readiness,model_readiness_status,accept_contract_field,add_to_v5_module_brief_output_contract,high,Field is a named business/status/readiness/financial/hour/recovery output used by code.,add_implemented_output_contract_to_brief,P1,app\business-summary\page.jsx | app\cost-summary\page.jsx | app\dev\model-readiness\page.jsx | app\model-readiness\page.jsx | app\quote-engine\page.jsx | components\cost-summary\CostSummaryStatusStrip.jsx | components\model-readiness\ModelReadinessAuditPanel.jsx | components\model-readiness\ModelReadinessStatusStrip.jsx | components\quote-engine\QuoteEngineStatusStrip.jsx | hooks\useBusinessSummary.js | hooks\useCostSummary.js | hooks\useQuoteEngine.js | lib\calculations\modelReadinessCalculations.js | lib\calculations\quoteEngineCalculations.js | lib\selectors\costSummarySelectors.js | lib\selectors\quoteEngineSelectors.js,implemented_contract_not_documented_in_brief | status_field
model-readiness,model_ready,accept_contract_field,add_to_v5_module_brief_output_contract,high,Field is a named business/status/readiness/financial/hour/recovery output used by code.,add_implemented_output_contract_to_brief,P1,app\cost-summary\page.jsx | app\dev\model-readiness\page.jsx | app\model-readiness\page.jsx | app\quote-engine\page.jsx | components\cost-summary\CostSummaryStatusStrip.jsx | components\model-readiness\ModelReadinessAuditPanel.jsx | components\model-readiness\ModelReadinessStatusStrip.jsx | hooks\useBusinessSummary.js | hooks\useCostSummary.js | hooks\useQuoteEngine.js | lib\calculations\modelReadinessCalculations.js | lib\calculations\quoteEngineCalculations.js | lib\selectors\costSummarySelectors.js | lib\selectors\quoteEngineSelectors.js,implemented_contract_not_documented_in_brief | readiness_field
model-readiness,model_trust_state,accept_contract_field,add_to_v5_module_brief_output_contract,high,Field is a named business/status/readiness/financial/hour/recovery output used by code.,add_implemented_output_contract_to_brief,P1,app\business-modelling\page.jsx | app\quote-engine\page.jsx | components\business-modelling\BusinessModellingBaselineCard.jsx | components\quote-engine\QuoteEngineStatusStrip.jsx | hooks\useBusinessModelling.js | hooks\useBusinessSummary.js | hooks\useQuoteEngine.js | hooks\useRecoverySummary.js | lib\calculations\businessModellingCalculations.js | lib\calculations\cost-allocation\costAllocationInputBuilder.js | lib\calculations\quoteEngineCalculations.js | lib\calculations\recoveryOutcomeCalculations.js | lib\calculations\recoverySummaryCalculations.js | lib\selectors\businessModellingSelectors.js | lib\selectors\businessSummarySelectors.js | lib\selectors\quoteEngineSelectors.js | lib\selectors\recoveryOutcomeSelectors.js | lib\selectors\recoverySummarySelectors.js,implemented_contract_not_documented_in_brief | trust_state_field
