"module_name","variable_name","current_audit_status","classification","recommended_action","classification_reason","code_files","notes"
"cost-allocation","fallback_recovery_summary","code_only_not_in_brief","owner_review_required","manual_owner_review_before_briefing","Field appears to be a wrapper, state object, or cross-module reference rather than a direct metric.","hooks\useCostAllocation.js","implemented_contract_not_documented_in_brief"
"cost-allocation","recovery_outputs","code_only_not_in_brief","owner_review_required","manual_owner_review_before_briefing","Field appears to be a wrapper, state object, or cross-module reference rather than a direct metric.","lib\calculations\cost-allocation\costAllocationInputBuilder.js","implemented_contract_not_documented_in_brief"
"cost-allocation","recovery_summary","code_only_not_in_brief","owner_review_required","manual_owner_review_before_briefing","Field appears to be a wrapper, state object, or cross-module reference rather than a direct metric.","hooks\useCostAllocation.js | lib\calculations\cost-allocation\costAllocationInputBuilder.js","implemented_contract_not_documented_in_brief"
"cost-summary","category_totals","code_only_not_in_brief","owner_review_required","manual_owner_review_before_briefing","No strong automated signal. Needs human review before adding to a module brief.","hooks\useCostSummary.js","implemented_contract_not_documented_in_brief"
"cost-summary","cost_summary","code_only_not_in_brief","owner_review_required","manual_owner_review_before_briefing","Field appears to be a wrapper, state object, or cross-module reference rather than a direct metric.","hooks\useBusinessSummary.js | hooks\useQuoteEngine.js | hooks\useRevenueSummary.js | lib\audit\buildLiveAuditSnapshotExport.js","implemented_contract_not_documented_in_brief"
"cost-summary","employer_contribution_totals","code_only_not_in_brief","owner_review_required","manual_owner_review_before_briefing","No strong automated signal. Needs human review before adding to a module brief.","hooks\useCostSummary.js","implemented_contract_not_documented_in_brief"
"cost-summary","entitlement_totals","code_only_not_in_brief","owner_review_required","manual_owner_review_before_briefing","No strong automated signal. Needs human review before adding to a module brief.","hooks\useCostSummary.js","implemented_contract_not_documented_in_brief"
"cost-summary","legacy_display","code_only_not_in_brief","legacy_or_stale_review","manual_review_before_briefing","Field contains or references legacy terminology and needs explicit keep/migrate/remove decision.","hooks\useCostSummary.js","implemented_contract_not_documented_in_brief"
"general-overheads","actions","code_only_not_in_brief","internal_helper_do_not_brief","reject_from_output_contract_brief","Field appears to be an internal helper, utility, formatter, selector helper, or builder function.","hooks\useGeneralOverheads.js","implemented_contract_not_documented_in_brief"
"general-overheads","allocation_outputs","code_only_not_in_brief","owner_review_required","manual_owner_review_before_briefing","No strong automated signal. Needs human review before adding to a module brief.","hooks\useGeneralOverheads.js","implemented_contract_not_documented_in_brief"
"general-overheads","build_general_overhead_allocation_outputs","code_only_not_in_brief","internal_helper_do_not_brief","reject_from_output_contract_brief","Field appears to be an internal helper, utility, formatter, selector helper, or builder function.","hooks\useGeneralOverheads.js","implemented_contract_not_documented_in_brief"
"general-overheads","current_overhead_state","code_only_not_in_brief","owner_review_required","manual_owner_review_before_briefing","Field appears to be a wrapper, state object, or cross-module reference rather than a direct metric.","hooks\useGeneralOverheads.js","implemented_contract_not_documented_in_brief"
"general-overheads","employee_overheads_check","code_only_not_in_brief","owner_review_required","manual_owner_review_before_briefing","No strong automated signal. Needs human review before adding to a module brief.","lib\reconciliation\reconciliationRules.js","implemented_contract_not_documented_in_brief"
"general-overheads","general_overheads","code_only_not_in_brief","owner_review_required","manual_owner_review_before_briefing","Field appears to be a wrapper, state object, or cross-module reference rather than a direct metric.","app\cost-summary\page.jsx | components\model-readiness\ModelReadinessAuditPanel.jsx | hooks\useBusinessSummary.js | hooks\useCostSummary.js | hooks\useQuoteEngine.js | hooks\useRecoverySummary.js","implemented_contract_not_documented_in_brief"
"general-overheads","overhead_state","code_only_not_in_brief","owner_review_required","manual_owner_review_before_briefing","Field appears to be a wrapper, state object, or cross-module reference rather than a direct metric.","hooks\useGeneralOverheads.js | lib\selectors\general-overheads\generalOverheadCardSelector.js","implemented_contract_not_documented_in_brief"
"general-overheads","pool_key","code_only_not_in_brief","internal_helper_do_not_brief","reject_from_output_contract_brief","Field appears to be an internal helper, utility, formatter, selector helper, or builder function.","components\general-overheads\GeneralOverheadSummaryCard.jsx","implemented_contract_not_documented_in_brief"
"general-overheads","system_allocation_amount_overrides","code_only_not_in_brief","owner_review_required","manual_owner_review_before_briefing","No strong automated signal. Needs human review before adding to a module brief.","hooks\useGeneralOverheads.js","implemented_contract_not_documented_in_brief"
"labour","build_active_labour_rate_model_for_calculation","code_only_not_in_brief","internal_helper_do_not_brief","reject_from_output_contract_brief","Field appears to be an internal helper, utility, formatter, selector helper, or builder function.","hooks\rate-builder\useRateBuilderLabourRates.js","implemented_contract_not_documented_in_brief"
"labour","build_all_labour_type_rows","code_only_not_in_brief","internal_helper_do_not_brief","reject_from_output_contract_brief","Field appears to be an internal helper, utility, formatter, selector helper, or builder function.","hooks\useCostAllocation.js | lib\calculations\cost-allocation\costAllocationLabourAdapter.js","implemented_contract_not_documented_in_brief"
"labour","build_cost_allocation_output_contract","code_only_not_in_brief","internal_helper_do_not_brief","reject_from_output_contract_brief","Field appears to be an internal helper, utility, formatter, selector helper, or builder function.","hooks\rate-builder\useRateBuilderLabourRates.js | lib\selectors\rate-builder\rateBuilderLabourModelSelectors.js","implemented_contract_not_documented_in_brief"
"labour","build_labour_rate_result_metrics","code_only_not_in_brief","internal_helper_do_not_brief","reject_from_output_contract_brief","Field appears to be an internal helper, utility, formatter, selector helper, or builder function.","hooks\rate-builder\useRateBuilderLabourRates.js","implemented_contract_not_documented_in_brief"
"labour","build_labour_type_rows_by_class","code_only_not_in_brief","internal_helper_do_not_brief","reject_from_output_contract_brief","Field appears to be an internal helper, utility, formatter, selector helper, or builder function.","lib\calculations\cost-allocation\costAllocationLabourAdapter.js","implemented_contract_not_documented_in_brief"
"labour","build_productive_labour_type_rows","code_only_not_in_brief","internal_helper_do_not_brief","reject_from_output_contract_brief","Field appears to be an internal helper, utility, formatter, selector helper, or builder function.","hooks\useCostAllocation.js | lib\calculations\cost-allocation\costAllocationLabourAdapter.js","implemented_contract_not_documented_in_brief"
"labour","build_support_labour_type_rows","code_only_not_in_brief","internal_helper_do_not_brief","reject_from_output_contract_brief","Field appears to be an internal helper, utility, formatter, selector helper, or builder function.","hooks\useCostAllocation.js | lib\calculations\cost-allocation\costAllocationLabourAdapter.js","implemented_contract_not_documented_in_brief"
"labour","cost_allocation","code_only_not_in_brief","owner_review_required","manual_owner_review_before_briefing","Field appears to be a wrapper, state object, or cross-module reference rather than a direct metric.","hooks\rate-builder\useRateBuilderLabourRates.js | lib\selectors\rate-builder\rateBuilderLabourModelSelectors.js","implemented_contract_not_documented_in_brief"
"labour","get_nested_value","code_only_not_in_brief","internal_helper_do_not_brief","reject_from_output_contract_brief","Field appears to be an internal helper, utility, formatter, selector helper, or builder function.","lib\selectors\rate-builder\rateBuilderLabourSourceSelectors.js","implemented_contract_not_documented_in_brief"
"labour","labour","code_only_not_in_brief","owner_review_required","manual_owner_review_before_briefing","Field appears to be a wrapper, state object, or cross-module reference rather than a direct metric.","app\cost-summary\page.jsx | hooks\useBusinessSummary.js | hooks\useQuoteEngine.js | hooks\useRecoverySummary.js","implemented_contract_not_documented_in_brief"
"labour","labour_based","code_only_not_in_brief","owner_review_required","manual_owner_review_before_briefing","No strong automated signal. Needs human review before adding to a module brief.","hooks\useRevenueReality.js | lib\calculations\recoverySummaryCalculations.js","implemented_contract_not_documented_in_brief"
"labour","labour_data","code_only_not_in_brief","owner_review_required","manual_owner_review_before_briefing","Field appears to be a wrapper, state object, or cross-module reference rather than a direct metric.","hooks\useCostSummary.js","implemented_contract_not_documented_in_brief"
"labour","labour_pct","code_only_not_in_brief","owner_review_required","manual_owner_review_before_briefing","No strong automated signal. Needs human review before adding to a module brief.","lib\selectors\quickStartSelectors.js","implemented_contract_not_documented_in_brief"
"labour","labour_profiles","code_only_not_in_brief","owner_review_required","manual_owner_review_before_briefing","Field appears to be a wrapper, state object, or cross-module reference rather than a direct metric.","hooks\useEmployeeOverheads.js","implemented_contract_not_documented_in_brief"
"labour","labour_rate_reality_check","code_only_not_in_brief","owner_review_required","manual_owner_review_before_briefing","No strong automated signal. Needs human review before adding to a module brief.","lib\selectors\quickStartSelectors.js","implemented_contract_not_documented_in_brief"
"labour","labour_value","code_only_not_in_brief","owner_review_required","manual_owner_review_before_briefing","No strong automated signal. Needs human review before adding to a module brief.","lib\selectors\quickStartSelectors.js","implemented_contract_not_documented_in_brief"
"labour","productive_labour_types","code_only_not_in_brief","owner_review_required","manual_owner_review_before_briefing","No strong automated signal. Needs human review before adding to a module brief.","hooks\useCostSummary.js","implemented_contract_not_documented_in_brief"
"labour","recovery_plan","code_only_not_in_brief","owner_review_required","manual_owner_review_before_briefing","Field appears to be a wrapper, state object, or cross-module reference rather than a direct metric.","lib\selectors\rate-builder\rateBuilderLabourModelSelectors.js | lib\selectors\rate-builder\rateBuilderLabourSourceSelectors.js","implemented_contract_not_documented_in_brief"
"labour","required_labour_class","code_only_not_in_brief","owner_review_required","manual_owner_review_before_briefing","No strong automated signal. Needs human review before adding to a module brief.","lib\calculations\cost-allocation\costAllocationLabourAdapter.js","implemented_contract_not_documented_in_brief"
"labour","safe_array","code_only_not_in_brief","internal_helper_do_not_brief","reject_from_output_contract_brief","Field appears to be an internal helper, utility, formatter, selector helper, or builder function.","lib\calculations\cost-allocation\costAllocationLabourAdapter.js","implemented_contract_not_documented_in_brief"
"model-readiness","model_readiness","code_only_not_in_brief","owner_review_required","manual_owner_review_before_briefing","Field appears to be a wrapper, state object, or cross-module reference rather than a direct metric.","app\cost-summary\page.jsx | hooks\useBusinessSummary.js | hooks\useCostSummary.js | hooks\useQuoteEngine.js | hooks\useRecoverySummary.js | lib\selectors\costSummarySelectors.js","implemented_contract_not_documented_in_brief"
"module-reconciliation","has_legacy_running_cost","code_only_not_in_brief","legacy_or_stale_review","manual_review_before_briefing","Field contains or references legacy terminology and needs explicit keep/migrate/remove decision.","lib\reconciliation\reconciliationRules.js","implemented_contract_not_documented_in_brief"
"module-reconciliation","legacy_running_cost_check","code_only_not_in_brief","legacy_or_stale_review","manual_review_before_briefing","Field contains or references legacy terminology and needs explicit keep/migrate/remove decision.","lib\reconciliation\reconciliationRules.js","implemented_contract_not_documented_in_brief"
"opening-hours","macro_required_operating_hour_rate","code_only_not_in_brief","accept_contract_field","add_to_v5_module_brief_output_contract","Field is a named business/status/readiness/financial/hour/recovery output used by code.","app\business-summary\page.jsx | app\cost-summary\page.jsx | components\business-summary\BusinessSummaryCard.jsx | components\business-summary\BusinessSummaryStatusStrip.jsx | components\cost-summary\CostSummaryCard.jsx | components\cost-summary\CostSummaryStatusStrip.jsx | hooks\useBusinessSummary.js | hooks\useCostSummary.js | lib\calculations\costSummaryCalculations.js | lib\selectors\businessSummarySelectors.js | lib\selectors\costSummarySelectors.js","implemented_contract_not_documented_in_brief"
"opening-hours","net_annual_business_open_hours","code_only_not_in_brief","accept_contract_field","add_to_v5_module_brief_output_contract","Field is a named business/status/readiness/financial/hour/recovery output used by code.","components\business-summary\BusinessSummaryStatusStrip.jsx | hooks\useBusinessSummary.js | lib\selectors\openingHoursSelectors.js","implemented_contract_not_documented_in_brief"
"opening-hours","opening_hours_module","code_only_not_in_brief","owner_review_required","manual_owner_review_before_briefing","Field appears to be a wrapper, state object, or cross-module reference rather than a direct metric.","hooks\useCostSummary.js","implemented_contract_not_documented_in_brief"
"p-and-l","build_general_overheads_from_pnl","code_only_not_in_brief","internal_helper_do_not_brief","reject_from_output_contract_brief","Field appears to be an internal helper, utility, formatter, selector helper, or builder function.","hooks\useGeneralOverheads.js","implemented_contract_not_documented_in_brief"
"p-and-l","build_pnl_sync_signature","code_only_not_in_brief","internal_helper_do_not_brief","reject_from_output_contract_brief","Field appears to be an internal helper, utility, formatter, selector helper, or builder function.","hooks\useGeneralOverheads.js","implemented_contract_not_documented_in_brief"
"p-and-l","build_reconciliation","code_only_not_in_brief","internal_helper_do_not_brief","reject_from_output_contract_brief","Field appears to be an internal helper, utility, formatter, selector helper, or builder function.","lib\selectors\profitAndLossSelectors.js","implemented_contract_not_documented_in_brief"
"p-and-l","build_unassigned_details","code_only_not_in_brief","internal_helper_do_not_brief","reject_from_output_contract_brief","Field appears to be an internal helper, utility, formatter, selector helper, or builder function.","lib\selectors\profitAndLossSelectors.js","implemented_contract_not_documented_in_brief"
"p-and-l","build_warnings","code_only_not_in_brief","internal_helper_do_not_brief","reject_from_output_contract_brief","Field appears to be an internal helper, utility, formatter, selector helper, or builder function.","lib\selectors\profitAndLossSelectors.js","implemented_contract_not_documented_in_brief | warnings_field"
"p-and-l","format_number","code_only_not_in_brief","internal_helper_do_not_brief","reject_from_output_contract_brief","Field appears to be an internal helper, utility, formatter, selector helper, or builder function.","lib\selectors\profitAndLossSelectors.js","implemented_contract_not_documented_in_brief"
"p-and-l","good","code_only_not_in_brief","display_only_do_not_brief","reject_from_output_contract_brief","Field appears to be a UI display/status presentation token rather than a module output contract.","components\p-and-l\ProfitAndLossStatusStrip.jsx | lib\selectors\profitAndLossSelectors.js","implemented_contract_not_documented_in_brief"
"p-and-l","label","code_only_not_in_brief","display_only_do_not_brief","reject_from_output_contract_brief","Field appears to be a UI display/status presentation token rather than a module output contract.","lib\selectors\profitAndLossSelectors.js","implemented_contract_not_documented_in_brief"
"p-and-l","pnl_sync_signature","code_only_not_in_brief","owner_review_required","manual_owner_review_before_briefing","Field appears to be a wrapper, state object, or cross-module reference rather than a direct metric.","hooks\useGeneralOverheads.js","implemented_contract_not_documented_in_brief"
"p-and-l","profit_and_loss","code_only_not_in_brief","owner_review_required","manual_owner_review_before_briefing","Field appears to be a wrapper, state object, or cross-module reference rather than a direct metric.","components\model-readiness\ModelReadinessAuditPanel.jsx | hooks\useRevenueCogs.js","implemented_contract_not_documented_in_brief"
"p-and-l","profit_and_loss_state","code_only_not_in_brief","owner_review_required","manual_owner_review_before_briefing","Field appears to be a wrapper, state object, or cross-module reference rather than a direct metric.","hooks\useGeneralOverheads.js | hooks\useProfitAndLoss.js","implemented_contract_not_documented_in_brief"
"p-and-l","Ready","code_only_not_in_brief","display_only_do_not_brief","reject_from_output_contract_brief","Field appears to be a UI display/status presentation token rather than a module output contract.","lib\selectors\profitAndLossSelectors.js","implemented_contract_not_documented_in_brief"
"p-and-l","reconciliation","code_only_not_in_brief","owner_review_required","manual_owner_review_before_briefing","Field appears to be a wrapper, state object, or cross-module reference rather than a direct metric.","lib\selectors\profitAndLossSelectors.js","implemented_contract_not_documented_in_brief"
"p-and-l","state","code_only_not_in_brief","owner_review_required","manual_owner_review_before_briefing","Field appears to be a wrapper, state object, or cross-module reference rather than a direct metric.","hooks\useProfitAndLoss.js | lib\storage\profitAndLossProfileStorage.js","implemented_contract_not_documented_in_brief"
"p-and-l","summary","code_only_not_in_brief","owner_review_required","manual_owner_review_before_briefing","Field appears to be a wrapper, state object, or cross-module reference rather than a direct metric.","lib\selectors\profitAndLossSelectors.js","implemented_contract_not_documented_in_brief"
"p-and-l","tone","code_only_not_in_brief","display_only_do_not_brief","reject_from_output_contract_brief","Field appears to be a UI display/status presentation token rather than a module output contract.","components\p-and-l\ProfitAndLossProgressPanel.jsx | lib\selectors\profitAndLossSelectors.js","implemented_contract_not_documented_in_brief"
"p-and-l","total_business_costs","code_only_not_in_brief","accept_contract_field","add_to_v5_module_brief_output_contract","Field is a named business/status/readiness/financial/hour/recovery output used by code.","lib\selectors\profitAndLossSelectors.js","implemented_contract_not_documented_in_brief"
"p-and-l","total_cogs","code_only_not_in_brief","accept_contract_field","add_to_v5_module_brief_output_contract","Field is a named business/status/readiness/financial/hour/recovery output used by code.","lib\selectors\profitAndLossSelectors.js","implemented_contract_not_documented_in_brief"
"p-and-l","total_cost_of_sales","code_only_not_in_brief","accept_contract_field","add_to_v5_module_brief_output_contract","Field is a named business/status/readiness/financial/hour/recovery output used by code.","lib\selectors\profitAndLossSelectors.js","implemented_contract_not_documented_in_brief"
"p-and-l","total_direct_costs","code_only_not_in_brief","accept_contract_field","add_to_v5_module_brief_output_contract","Field is a named business/status/readiness/financial/hour/recovery output used by code.","lib\selectors\profitAndLossSelectors.js","implemented_contract_not_documented_in_brief"
"p-and-l","unassigned_balance","code_only_not_in_brief","accept_contract_field","add_to_v5_module_brief_output_contract","Field is a named business/status/readiness/financial/hour/recovery output used by code.","lib\selectors\profitAndLossSelectors.js","implemented_contract_not_documented_in_brief"
"p-and-l","unassigned_details","code_only_not_in_brief","accept_contract_field","add_to_v5_module_brief_output_contract","Field is a named business/status/readiness/financial/hour/recovery output used by code.","components\p-and-l\ProfitAndLossMainCard.jsx | lib\selectors\profitAndLossSelectors.js","implemented_contract_not_documented_in_brief"
"p-and-l","unreviewed_interest_count","code_only_not_in_brief","accept_contract_field","add_to_v5_module_brief_output_contract","Field is a named business/status/readiness/financial/hour/recovery output used by code.","lib\selectors\profitAndLossSelectors.js","implemented_contract_not_documented_in_brief"
"p-and-l","unreviewed_interest_total","code_only_not_in_brief","accept_contract_field","add_to_v5_module_brief_output_contract","Field is a named business/status/readiness/financial/hour/recovery output used by code.","lib\selectors\profitAndLossSelectors.js","implemented_contract_not_documented_in_brief"
"p-and-l","value","code_only_not_in_brief","display_only_do_not_brief","reject_from_output_contract_brief","Field appears to be a UI display/status presentation token rather than a module output contract.","lib\selectors\profitAndLossSelectors.js","implemented_contract_not_documented_in_brief"
"p-and-l","variance","code_only_not_in_brief","owner_review_required","manual_owner_review_before_briefing","No strong automated signal. Needs human review before adding to a module brief.","lib\selectors\profitAndLossSelectors.js","implemented_contract_not_documented_in_brief"
"p-and-l","warn","code_only_not_in_brief","display_only_do_not_brief","reject_from_output_contract_brief","Field appears to be a UI display/status presentation token rather than a module output contract.","components\p-and-l\ProfitAndLossStatusStrip.jsx | lib\selectors\profitAndLossSelectors.js","implemented_contract_not_documented_in_brief"
"p-and-l","warnings","code_only_not_in_brief","accept_contract_field","add_to_v5_module_brief_output_contract","Field appears to carry warning state consumed by the UI or downstream modules.","lib\selectors\profitAndLossSelectors.js","implemented_contract_not_documented_in_brief"
"recovery-summary","recovery_summary","code_only_not_in_brief","owner_review_required","manual_owner_review_before_briefing","Field appears to be a wrapper, state object, or cross-module reference rather than a direct metric.","app\recovery-outcome\page.jsx | lib\calculations\recoveryOutcomeCalculations.js | lib\recovery\recoveryRiskWarningSystem.js","implemented_contract_not_documented_in_brief"
