module_name,variable_name,classification,recommended_action,confidence,reason,update_type,priority,code_files,notes
cost-allocation,cost_allocation,owner_review_required,manual_owner_review_before_briefing,medium,"Field appears to be a wrapper, state object, or cross-module reference rather than a direct metric.",add_implemented_output_contract_to_brief,P1,app\recovery-outcome\page.jsx | components\rate-builder\RateBuilderLineCalculator.jsx | hooks\useRecoveryOutcome.js | lib\calculations\recoveryOutcomeCalculations.js | lib\recovery\recoveryRiskWarningSystem.js,implemented_contract_not_documented_in_brief
cost-allocation,fallback_recovery_summary,owner_review_required,manual_owner_review_before_briefing,medium,"Field appears to be a wrapper, state object, or cross-module reference rather than a direct metric.",add_implemented_output_contract_to_brief,P1,hooks\useCostAllocation.js,implemented_contract_not_documented_in_brief
cost-allocation,output_contract,owner_review_required,manual_owner_review_before_briefing,medium,"Field appears to be a wrapper, state object, or cross-module reference rather than a direct metric.",add_implemented_output_contract_to_brief,P1,hooks\useCostAllocation.js | lib\calculations\cost-allocation\costAllocationInputBuilder.js,implemented_contract_not_documented_in_brief
cost-allocation,recovery_outputs,owner_review_required,manual_owner_review_before_briefing,medium,"Field appears to be a wrapper, state object, or cross-module reference rather than a direct metric.",add_implemented_output_contract_to_brief,P1,lib\calculations\cost-allocation\costAllocationInputBuilder.js,implemented_contract_not_documented_in_brief
cost-allocation,recovery_summary,owner_review_required,manual_owner_review_before_briefing,medium,"Field appears to be a wrapper, state object, or cross-module reference rather than a direct metric.",add_implemented_output_contract_to_brief,P1,hooks\useCostAllocation.js | lib\calculations\cost-allocation\costAllocationInputBuilder.js,implemented_contract_not_documented_in_brief
cost-summary,category_totals,owner_review_required,manual_owner_review_before_briefing,low,No strong automated signal. Needs human review before adding to a module brief.,add_implemented_output_contract_to_brief,P1,hooks\useCostSummary.js,implemented_contract_not_documented_in_brief
cost-summary,cost_summary,owner_review_required,manual_owner_review_before_briefing,medium,"Field appears to be a wrapper, state object, or cross-module reference rather than a direct metric.",add_implemented_output_contract_to_brief,P1,hooks\useBusinessSummary.js | hooks\useQuoteEngine.js | hooks\useRevenueSummary.js | lib\audit\buildLiveAuditSnapshotExport.js,implemented_contract_not_documented_in_brief
cost-summary,employer_contribution_totals,owner_review_required,manual_owner_review_before_briefing,low,No strong automated signal. Needs human review before adding to a module brief.,add_implemented_output_contract_to_brief,P1,hooks\useCostSummary.js,implemented_contract_not_documented_in_brief
cost-summary,entitlement_totals,owner_review_required,manual_owner_review_before_briefing,low,No strong automated signal. Needs human review before adding to a module brief.,add_implemented_output_contract_to_brief,P1,hooks\useCostSummary.js,implemented_contract_not_documented_in_brief
cost-summary,output_contract,owner_review_required,manual_owner_review_before_briefing,medium,"Field appears to be a wrapper, state object, or cross-module reference rather than a direct metric.",add_implemented_output_contract_to_brief,P1,hooks\useCostSummary.js | lib\selectors\costSummarySelectors.js,implemented_contract_not_documented_in_brief
general-overheads,allocation_outputs,owner_review_required,manual_owner_review_before_briefing,low,No strong automated signal. Needs human review before adding to a module brief.,add_implemented_output_contract_to_brief,P1,hooks\useGeneralOverheads.js,implemented_contract_not_documented_in_brief
general-overheads,current_overhead_state,owner_review_required,manual_owner_review_before_briefing,medium,"Field appears to be a wrapper, state object, or cross-module reference rather than a direct metric.",add_implemented_output_contract_to_brief,P1,hooks\useGeneralOverheads.js,implemented_contract_not_documented_in_brief
general-overheads,employee_overheads_check,owner_review_required,manual_owner_review_before_briefing,low,No strong automated signal. Needs human review before adding to a module brief.,add_implemented_output_contract_to_brief,P1,lib\reconciliation\reconciliationRules.js,implemented_contract_not_documented_in_brief
general-overheads,general_overheads,owner_review_required,manual_owner_review_before_briefing,medium,"Field appears to be a wrapper, state object, or cross-module reference rather than a direct metric.",add_implemented_output_contract_to_brief,P1,app\cost-summary\page.jsx | components\model-readiness\ModelReadinessAuditPanel.jsx | hooks\useBusinessSummary.js | hooks\useCostSummary.js | hooks\useQuoteEngine.js | hooks\useRecoverySummary.js,implemented_contract_not_documented_in_brief
general-overheads,output_contract,owner_review_required,manual_owner_review_before_briefing,medium,"Field appears to be a wrapper, state object, or cross-module reference rather than a direct metric.",add_implemented_output_contract_to_brief,P1,components\general-overheads\GeneralOverheadSummaryCard.jsx | hooks\useGeneralOverheads.js | lib\selectors\general-overheads\generalOverheadCardSelector.js,implemented_contract_not_documented_in_brief
general-overheads,overhead_state,owner_review_required,manual_owner_review_before_briefing,medium,"Field appears to be a wrapper, state object, or cross-module reference rather than a direct metric.",add_implemented_output_contract_to_brief,P1,hooks\useGeneralOverheads.js | lib\selectors\general-overheads\generalOverheadCardSelector.js,implemented_contract_not_documented_in_brief
general-overheads,system_allocation_amount_overrides,owner_review_required,manual_owner_review_before_briefing,low,No strong automated signal. Needs human review before adding to a module brief.,add_implemented_output_contract_to_brief,P1,hooks\useGeneralOverheads.js,implemented_contract_not_documented_in_brief
labour,cost_allocation,owner_review_required,manual_owner_review_before_briefing,medium,"Field appears to be a wrapper, state object, or cross-module reference rather than a direct metric.",add_implemented_output_contract_to_brief,P1,hooks\rate-builder\useRateBuilderLabourRates.js | lib\selectors\rate-builder\rateBuilderLabourModelSelectors.js,implemented_contract_not_documented_in_brief
labour,labour,owner_review_required,manual_owner_review_before_briefing,medium,"Field appears to be a wrapper, state object, or cross-module reference rather than a direct metric.",add_implemented_output_contract_to_brief,P1,app\cost-summary\page.jsx | hooks\useBusinessSummary.js | hooks\useQuoteEngine.js | hooks\useRecoverySummary.js,implemented_contract_not_documented_in_brief
labour,labour_based,owner_review_required,manual_owner_review_before_briefing,low,No strong automated signal. Needs human review before adding to a module brief.,add_implemented_output_contract_to_brief,P1,hooks\useRevenueReality.js | lib\calculations\recoverySummaryCalculations.js,implemented_contract_not_documented_in_brief
labour,labour_data,owner_review_required,manual_owner_review_before_briefing,medium,"Field appears to be a wrapper, state object, or cross-module reference rather than a direct metric.",add_implemented_output_contract_to_brief,P1,hooks\useCostSummary.js,implemented_contract_not_documented_in_brief
labour,labour_pct,owner_review_required,manual_owner_review_before_briefing,low,No strong automated signal. Needs human review before adding to a module brief.,add_implemented_output_contract_to_brief,P1,lib\selectors\quickStartSelectors.js,implemented_contract_not_documented_in_brief
labour,labour_profiles,owner_review_required,manual_owner_review_before_briefing,medium,"Field appears to be a wrapper, state object, or cross-module reference rather than a direct metric.",add_implemented_output_contract_to_brief,P1,hooks\useEmployeeOverheads.js,implemented_contract_not_documented_in_brief
labour,labour_rate_reality_check,owner_review_required,manual_owner_review_before_briefing,low,No strong automated signal. Needs human review before adding to a module brief.,add_implemented_output_contract_to_brief,P1,lib\selectors\quickStartSelectors.js,implemented_contract_not_documented_in_brief
labour,labour_value,owner_review_required,manual_owner_review_before_briefing,low,No strong automated signal. Needs human review before adding to a module brief.,add_implemented_output_contract_to_brief,P1,lib\selectors\quickStartSelectors.js,implemented_contract_not_documented_in_brief
labour,output_contract,owner_review_required,manual_owner_review_before_briefing,medium,"Field appears to be a wrapper, state object, or cross-module reference rather than a direct metric.",add_implemented_output_contract_to_brief,P1,components\labour\LabourCompactWorkspaceCard.jsx | hooks\useLabour.js | lib\selectors\rate-builder\rateBuilderLabourModelSelectors.js | lib\selectors\rate-builder\rateBuilderLabourSourceSelectors.js,implemented_contract_not_documented_in_brief
labour,productive_labour_types,owner_review_required,manual_owner_review_before_briefing,low,No strong automated signal. Needs human review before adding to a module brief.,add_implemented_output_contract_to_brief,P1,hooks\useCostSummary.js,implemented_contract_not_documented_in_brief
labour,recovery_plan,owner_review_required,manual_owner_review_before_briefing,medium,"Field appears to be a wrapper, state object, or cross-module reference rather than a direct metric.",add_implemented_output_contract_to_brief,P1,lib\selectors\rate-builder\rateBuilderLabourModelSelectors.js | lib\selectors\rate-builder\rateBuilderLabourSourceSelectors.js,implemented_contract_not_documented_in_brief
labour,required_labour_class,owner_review_required,manual_owner_review_before_briefing,low,No strong automated signal. Needs human review before adding to a module brief.,add_implemented_output_contract_to_brief,P1,lib\calculations\cost-allocation\costAllocationLabourAdapter.js,implemented_contract_not_documented_in_brief
model-readiness,model_readiness,owner_review_required,manual_owner_review_before_briefing,medium,"Field appears to be a wrapper, state object, or cross-module reference rather than a direct metric.",add_implemented_output_contract_to_brief,P1,app\cost-summary\page.jsx | hooks\useBusinessSummary.js | hooks\useCostSummary.js | hooks\useQuoteEngine.js | hooks\useRecoverySummary.js | lib\selectors\costSummarySelectors.js,implemented_contract_not_documented_in_brief
model-readiness,output_contract,owner_review_required,manual_owner_review_before_briefing,medium,"Field appears to be a wrapper, state object, or cross-module reference rather than a direct metric.",add_implemented_output_contract_to_brief,P1,components\model-readiness\ModelReadinessAuditPanel.jsx,implemented_contract_not_documented_in_brief
module-reconciliation,output_contract,owner_review_required,manual_owner_review_before_briefing,medium,"Field appears to be a wrapper, state object, or cross-module reference rather than a direct metric.",add_implemented_output_contract_to_brief,P1,hooks\useModuleReconciliation.js | lib\reconciliation\moduleReconciliation.js,implemented_contract_not_documented_in_brief
opening-hours,opening_hours_module,owner_review_required,manual_owner_review_before_briefing,medium,"Field appears to be a wrapper, state object, or cross-module reference rather than a direct metric.",add_implemented_output_contract_to_brief,P1,hooks\useCostSummary.js,implemented_contract_not_documented_in_brief
p-and-l,output_contract,owner_review_required,manual_owner_review_before_briefing,medium,"Field appears to be a wrapper, state object, or cross-module reference rather than a direct metric.",add_implemented_output_contract_to_brief,P1,hooks\useProfitAndLoss.js | lib\selectors\profitAndLossSelectors.js,implemented_contract_not_documented_in_brief
p-and-l,pnl_sync_signature,owner_review_required,manual_owner_review_before_briefing,medium,"Field appears to be a wrapper, state object, or cross-module reference rather than a direct metric.",add_implemented_output_contract_to_brief,P1,hooks\useGeneralOverheads.js,implemented_contract_not_documented_in_brief
p-and-l,profit_and_loss,owner_review_required,manual_owner_review_before_briefing,medium,"Field appears to be a wrapper, state object, or cross-module reference rather than a direct metric.",add_implemented_output_contract_to_brief,P1,components\model-readiness\ModelReadinessAuditPanel.jsx | hooks\useRevenueCogs.js,implemented_contract_not_documented_in_brief
p-and-l,profit_and_loss_state,owner_review_required,manual_owner_review_before_briefing,medium,"Field appears to be a wrapper, state object, or cross-module reference rather than a direct metric.",add_implemented_output_contract_to_brief,P1,hooks\useGeneralOverheads.js | hooks\useProfitAndLoss.js,implemented_contract_not_documented_in_brief
p-and-l,reconciliation,owner_review_required,manual_owner_review_before_briefing,medium,"Field appears to be a wrapper, state object, or cross-module reference rather than a direct metric.",add_implemented_output_contract_to_brief,P1,lib\selectors\profitAndLossSelectors.js,implemented_contract_not_documented_in_brief
p-and-l,state,owner_review_required,manual_owner_review_before_briefing,medium,"Field appears to be a wrapper, state object, or cross-module reference rather than a direct metric.",add_implemented_output_contract_to_brief,P1,hooks\useProfitAndLoss.js | lib\storage\profitAndLossProfileStorage.js,implemented_contract_not_documented_in_brief
p-and-l,summary,owner_review_required,manual_owner_review_before_briefing,medium,"Field appears to be a wrapper, state object, or cross-module reference rather than a direct metric.",add_implemented_output_contract_to_brief,P1,lib\selectors\profitAndLossSelectors.js,implemented_contract_not_documented_in_brief
p-and-l,variance,owner_review_required,manual_owner_review_before_briefing,low,No strong automated signal. Needs human review before adding to a module brief.,add_implemented_output_contract_to_brief,P1,lib\selectors\profitAndLossSelectors.js,implemented_contract_not_documented_in_brief
rate-builder,output_contract,owner_review_required,manual_owner_review_before_briefing,medium,"Field appears to be a wrapper, state object, or cross-module reference rather than a direct metric.",add_implemented_output_contract_to_brief,P1,components\rate-builder\RateBuilderLineCalculator.jsx,implemented_contract_not_documented_in_brief
recovery-summary,output_contract,owner_review_required,manual_owner_review_before_briefing,medium,"Field appears to be a wrapper, state object, or cross-module reference rather than a direct metric.",add_implemented_output_contract_to_brief,P1,hooks\useRecoverySummary.js,implemented_contract_not_documented_in_brief
recovery-summary,recovery_summary,owner_review_required,manual_owner_review_before_briefing,medium,"Field appears to be a wrapper, state object, or cross-module reference rather than a direct metric.",add_implemented_output_contract_to_brief,P1,app\recovery-outcome\page.jsx | lib\calculations\recoveryOutcomeCalculations.js | lib\recovery\recoveryRiskWarningSystem.js,implemented_contract_not_documented_in_brief
revenue-cogs,business_setup,owner_review_required,manual_owner_review_before_briefing,medium,"Field appears to be a wrapper, state object, or cross-module reference rather than a direct metric.",add_implemented_output_contract_to_brief,P1,hooks\useRevenueCogs.js,implemented_contract_not_documented_in_brief
revenue-cogs,calculations,owner_review_required,manual_owner_review_before_briefing,medium,"Field appears to be a wrapper, state object, or cross-module reference rather than a direct metric.",add_implemented_output_contract_to_brief,P1,hooks\useRevenueCogs.js,implemented_contract_not_documented_in_brief
revenue-cogs,labour_based,owner_review_required,manual_owner_review_before_briefing,low,No strong automated signal. Needs human review before adding to a module brief.,add_implemented_output_contract_to_brief,P1,hooks\useRevenueCogs.js,implemented_contract_not_documented_in_brief
revenue-cogs,output_contract,owner_review_required,manual_owner_review_before_briefing,medium,"Field appears to be a wrapper, state object, or cross-module reference rather than a direct metric.",add_implemented_output_contract_to_brief,P1,hooks\useRevenueCogs.js,implemented_contract_not_documented_in_brief
revenue-cogs,revenue_cogs,owner_review_required,manual_owner_review_before_briefing,medium,"Field appears to be a wrapper, state object, or cross-module reference rather than a direct metric.",add_implemented_output_contract_to_brief,P1,hooks\useBusinessSummary.js | hooks\useRecoverySummary.js | hooks\useRevenueReality.js,implemented_contract_not_documented_in_brief
revenue-cogs,revenue_cogs_state,owner_review_required,manual_owner_review_before_briefing,medium,"Field appears to be a wrapper, state object, or cross-module reference rather than a direct metric.",add_implemented_output_contract_to_brief,P1,hooks\useRevenueCogs.js,implemented_contract_not_documented_in_brief
revenue-reality,business_setup,owner_review_required,manual_owner_review_before_briefing,medium,"Field appears to be a wrapper, state object, or cross-module reference rather than a direct metric.",add_implemented_output_contract_to_brief,P1,hooks\useRevenueReality.js,implemented_contract_not_documented_in_brief
revenue-reality,calculations,owner_review_required,manual_owner_review_before_briefing,medium,"Field appears to be a wrapper, state object, or cross-module reference rather than a direct metric.",add_implemented_output_contract_to_brief,P1,hooks\useRevenueReality.js,implemented_contract_not_documented_in_brief
revenue-reality,output_contract,owner_review_required,manual_owner_review_before_briefing,medium,"Field appears to be a wrapper, state object, or cross-module reference rather than a direct metric.",add_implemented_output_contract_to_brief,P1,hooks\useRevenueReality.js,implemented_contract_not_documented_in_brief
