module_name,variable_name,classification,recommended_action,confidence,reason,update_type,priority,code_files,notes
general-overheads,actions,internal_helper_do_not_brief,reject_from_output_contract_brief,high,"Field appears to be an internal helper, utility, formatter, selector helper, or builder function.",add_implemented_output_contract_to_brief,P1,hooks\useGeneralOverheads.js,implemented_contract_not_documented_in_brief
general-overheads,build_general_overhead_allocation_outputs,internal_helper_do_not_brief,reject_from_output_contract_brief,high,"Field appears to be an internal helper, utility, formatter, selector helper, or builder function.",add_implemented_output_contract_to_brief,P1,hooks\useGeneralOverheads.js,implemented_contract_not_documented_in_brief
general-overheads,pool_key,internal_helper_do_not_brief,reject_from_output_contract_brief,high,"Field appears to be an internal helper, utility, formatter, selector helper, or builder function.",add_implemented_output_contract_to_brief,P1,components\general-overheads\GeneralOverheadSummaryCard.jsx,implemented_contract_not_documented_in_brief
labour,build_active_labour_rate_model_for_calculation,internal_helper_do_not_brief,reject_from_output_contract_brief,high,"Field appears to be an internal helper, utility, formatter, selector helper, or builder function.",add_implemented_output_contract_to_brief,P1,hooks\rate-builder\useRateBuilderLabourRates.js,implemented_contract_not_documented_in_brief
labour,build_all_labour_type_rows,internal_helper_do_not_brief,reject_from_output_contract_brief,high,"Field appears to be an internal helper, utility, formatter, selector helper, or builder function.",add_implemented_output_contract_to_brief,P1,hooks\useCostAllocation.js | lib\calculations\cost-allocation\costAllocationLabourAdapter.js,implemented_contract_not_documented_in_brief
labour,build_cost_allocation_output_contract,internal_helper_do_not_brief,reject_from_output_contract_brief,high,"Field appears to be an internal helper, utility, formatter, selector helper, or builder function.",add_implemented_output_contract_to_brief,P1,hooks\rate-builder\useRateBuilderLabourRates.js | lib\selectors\rate-builder\rateBuilderLabourModelSelectors.js,implemented_contract_not_documented_in_brief
labour,build_labour_rate_result_metrics,internal_helper_do_not_brief,reject_from_output_contract_brief,high,"Field appears to be an internal helper, utility, formatter, selector helper, or builder function.",add_implemented_output_contract_to_brief,P1,hooks\rate-builder\useRateBuilderLabourRates.js,implemented_contract_not_documented_in_brief
labour,build_labour_type_rows_by_class,internal_helper_do_not_brief,reject_from_output_contract_brief,high,"Field appears to be an internal helper, utility, formatter, selector helper, or builder function.",add_implemented_output_contract_to_brief,P1,lib\calculations\cost-allocation\costAllocationLabourAdapter.js,implemented_contract_not_documented_in_brief
labour,build_productive_labour_type_rows,internal_helper_do_not_brief,reject_from_output_contract_brief,high,"Field appears to be an internal helper, utility, formatter, selector helper, or builder function.",add_implemented_output_contract_to_brief,P1,hooks\useCostAllocation.js | lib\calculations\cost-allocation\costAllocationLabourAdapter.js,implemented_contract_not_documented_in_brief
labour,build_support_labour_type_rows,internal_helper_do_not_brief,reject_from_output_contract_brief,high,"Field appears to be an internal helper, utility, formatter, selector helper, or builder function.",add_implemented_output_contract_to_brief,P1,hooks\useCostAllocation.js | lib\calculations\cost-allocation\costAllocationLabourAdapter.js,implemented_contract_not_documented_in_brief
labour,get_nested_value,internal_helper_do_not_brief,reject_from_output_contract_brief,high,"Field appears to be an internal helper, utility, formatter, selector helper, or builder function.",add_implemented_output_contract_to_brief,P1,lib\selectors\rate-builder\rateBuilderLabourSourceSelectors.js,implemented_contract_not_documented_in_brief
labour,safe_array,internal_helper_do_not_brief,reject_from_output_contract_brief,high,"Field appears to be an internal helper, utility, formatter, selector helper, or builder function.",add_implemented_output_contract_to_brief,P1,lib\calculations\cost-allocation\costAllocationLabourAdapter.js,implemented_contract_not_documented_in_brief
p-and-l,build_general_overheads_from_pnl,internal_helper_do_not_brief,reject_from_output_contract_brief,high,"Field appears to be an internal helper, utility, formatter, selector helper, or builder function.",add_implemented_output_contract_to_brief,P1,hooks\useGeneralOverheads.js,implemented_contract_not_documented_in_brief
p-and-l,build_pnl_sync_signature,internal_helper_do_not_brief,reject_from_output_contract_brief,high,"Field appears to be an internal helper, utility, formatter, selector helper, or builder function.",add_implemented_output_contract_to_brief,P1,hooks\useGeneralOverheads.js,implemented_contract_not_documented_in_brief
p-and-l,build_reconciliation,internal_helper_do_not_brief,reject_from_output_contract_brief,high,"Field appears to be an internal helper, utility, formatter, selector helper, or builder function.",add_implemented_output_contract_to_brief,P1,lib\selectors\profitAndLossSelectors.js,implemented_contract_not_documented_in_brief
p-and-l,build_unassigned_details,internal_helper_do_not_brief,reject_from_output_contract_brief,high,"Field appears to be an internal helper, utility, formatter, selector helper, or builder function.",add_implemented_output_contract_to_brief,P1,lib\selectors\profitAndLossSelectors.js,implemented_contract_not_documented_in_brief
p-and-l,build_warnings,internal_helper_do_not_brief,reject_from_output_contract_brief,high,"Field appears to be an internal helper, utility, formatter, selector helper, or builder function.",add_implemented_output_contract_to_brief,P1,lib\selectors\profitAndLossSelectors.js,implemented_contract_not_documented_in_brief | warnings_field
p-and-l,format_number,internal_helper_do_not_brief,reject_from_output_contract_brief,high,"Field appears to be an internal helper, utility, formatter, selector helper, or builder function.",add_implemented_output_contract_to_brief,P1,lib\selectors\profitAndLossSelectors.js,implemented_contract_not_documented_in_brief
