file_path,file_name,source_area,line_number,variable_name,variable_style,extraction_type,likely_role,module_hint,context
components\common\SetupNextButton.jsx,SetupNextButton.jsx,components,17,is_blocked,snake_case,warning_id,readiness_field,,"className=""ui-button-secondary"" disabled={is_blocked} onClick={on_click}"
components\common\SetupNextButton.jsx,SetupNextButton.jsx,components,23,is_blocked,snake_case,warning_id,readiness_field,,"{is_blocked ? ( <div className=""ui-help theme-danger"">{blocked_message}</div>"
components\common\ReclassificationBoard.jsx,ReclassificationBoard.jsx,components,133,is_drag_target,snake_case,snake_case_reference,readiness_field,,on_drop={handle_drop} is_drag_target={ drag_state &&
components\common\ReclassificationBoard.jsx,ReclassificationBoard.jsx,components,164,is_drag_target,snake_case,snake_case_reference,readiness_field,,"on_drop, is_drag_target, }) {"
components\common\ReclassificationBoard.jsx,ReclassificationBoard.jsx,components,171,is_drag_target,snake_case,snake_case_reference,readiness_field,,"onDrop={on_drop} data-drag-target={is_drag_target ? ""true"" : ""false""} >"
components\common\ReclassificationBoard.jsx,ReclassificationBoard.jsx,components,61,is_reclassified,snake_case,snake_case_reference,readiness_field,,"{row.is_reclassified ? ( <div className=""ui-help"">"
app\demo-login\page.jsx,page.jsx,app,12,is_submitting,snake_case,array_destructured_name,readiness_field,,"const [error, setError] = useState(""""); const [is_submitting, set_is_submitting] = useState(false);"
app\demo-login\page.jsx,page.jsx,app,78,is_submitting,snake_case,snake_case_reference,readiness_field,,"type=""submit"" disabled={is_submitting} >"
app\demo-login\page.jsx,page.jsx,app,80,is_submitting,snake_case,snake_case_reference,readiness_field,,"> {is_submitting ? ""Checking..."" : ""Enter demo""} </button>"
app\api\acc\search\route.js,route.js,app,75,status,plain,object_key,status_field,,"}, { status: 500 } );"
app\api\demo-login\route.js,route.js,app,19,status,plain,object_key,status_field,,"{ error: ""Incorrect password."" }, { status: 401 } );"
app\api\demo-login\route.js,route.js,app,9,status,plain,object_key,status_field,,"{ error: ""Demo password is not configured."" }, { status: 500 } );"
app\materials\page.jsx,page.jsx,app,10,status,plain,destructured_name,status_field,,"export default function MaterialsPage() { const { status, card, summary } = useMaterials();"
app\rates\square-metre\page.jsx,page.jsx,app,10,status,plain,destructured_name,status_field,,"export default function SquareMetreRatePage() { const { status, card, summary } = useSquareMetreRate();"
app\revenue-summary\page.jsx,page.jsx,app,11,status,plain,destructured_name,status_field,,"export default function RevenueSummaryPage() { const { status, card, summary } = useRevenueSummary();"
hooks\useMaterials.js,useMaterials.js,hooks,29,status,plain,declaration,status_field,,"const status = useMemo(() => { return buildMaterialsStatus({ materials_state: safe_state, calculated });"
hooks\useRevenueSummary.js,useRevenueSummary.js,hooks,37,status,plain,declaration,status_field,,const status = useMemo(() => { return buildRevenueSummaryStatus({
hooks\useSquareMetreRate.js,useSquareMetreRate.js,hooks,30,status,plain,declaration,status_field,,const status = useMemo(() => { return buildSquareMetreRateStatus({
lib\calculations\materialsCalculations.js,materialsCalculations.js,lib,42,warnings,plain,declaration,warnings_field,,const warnings = [];
lib\calculations\revenueSummaryCalculations.js,revenueSummaryCalculations.js,lib,132,warnings,plain,declaration,warnings_field,,const warnings = [];
lib\calculations\squareMetreRateCalculations.js,squareMetreRateCalculations.js,lib,40,warnings,plain,declaration,warnings_field,,const warnings = [];
lib\selectors\materialsSelectors.js,materialsSelectors.js,lib,30,warnings,plain,object_key,warnings_field,,": 0, warnings: calculated.warnings ?? [], };"
lib\selectors\materialsSelectors.js,materialsSelectors.js,lib,55,warnings,plain,object_key,warnings_field,,"material_margin_percent: calculated.material_margin_percent ?? 0, warnings: calculated.warnings ?? [],"
lib\selectors\revenueSummarySelectors.js,revenueSummarySelectors.js,lib,21,warnings,plain,object_key,warnings_field,,": 0, warnings: calculated.warnings ?? [], };"
lib\selectors\revenueSummarySelectors.js,revenueSummarySelectors.js,lib,84,warnings,plain,object_key,warnings_field,,"target_split_total: calculated.target_split_total ?? 0, warnings: calculated.warnings ?? [],"
lib\selectors\squareMetreRateSelectors.js,squareMetreRateSelectors.js,lib,25,warnings,plain,object_key,warnings_field,,": 0, warnings: calculated.warnings ?? [], };"
lib\selectors\squareMetreRateSelectors.js,squareMetreRateSelectors.js,lib,58,warnings,plain,object_key,warnings_field,,"calculated.expected_recovery_contribution ?? 0, warnings: calculated.warnings ?? [],"
components\assets\AssetStatusStrip.jsx,AssetStatusStrip.jsx,components,44,Ready,PascalCase,quoted_object_key,readiness_field,assets,"label=""Module State"" value={is_ready ? ""Ready"" : ""Needs attention""} />"
lib\reconciliation\reconciliationRules.js,reconciliationRules.js,lib,105,active_assets_ready,snake_case,snake_case_reference,readiness_field,assets,"passed, message: active_assets_ready ? ""Assets are ready with active ownership-only asset records."""
lib\reconciliation\reconciliationRules.js,reconciliationRules.js,lib,112,active_assets_ready,snake_case,snake_case_reference,readiness_field,assets,": ""No active assets are saved and no explicit no-active-assets confirmation exists."", detail: active_assets_ready ? ""Active assets exist and the Assets module readiness flag is passing."""
lib\reconciliation\reconciliationRules.js,reconciliationRules.js,lib,95,active_assets_ready,snake_case,declaration,readiness_field,assets,const active_assets_ready = has_active_assets && assets_ready; const passed = active_assets_ready || no_assets_confirmed_ready;
lib\reconciliation\reconciliationRules.js,reconciliationRules.js,lib,96,active_assets_ready,snake_case,snake_case_reference,readiness_field,assets,const active_assets_ready = has_active_assets && assets_ready; const passed = active_assets_ready || no_assets_confirmed_ready;
lib\selectors\assetSelectors.js,assetSelectors.js,lib,326,active_assets_ready,snake_case,declaration,readiness_field,assets,const active_assets_ready = active_saved_assets.length > 0 && invalid_active_assets.length === 0;
lib\selectors\assetSelectors.js,assetSelectors.js,lib,457,active_assets_ready,snake_case,snake_case_reference,readiness_field,assets,const assets_ready = (active_assets_ready || no_active_assets_ready) && !asset_pool_over_allocated;
components\assets\AssetSummaryCard.jsx,AssetSummaryCard.jsx,components,86,allocation_status,snake_case,snake_case_reference,status_field,assets,"const is_over_allocated = pool.allocation_status === ""over_allocated"";"
lib\selectors\assetSelectors.js,assetSelectors.js,lib,132,allocation_status,snake_case,declaration,status_field,assets,const allocation_status = over_allocated_amount > 0
lib\selectors\assetSelectors.js,assetSelectors.js,lib,142,allocation_status,snake_case,snake_case_reference,status_field,assets,"const assignment_status = allocation_status === ""over_allocated"" ? ""Over assigned"""
lib\selectors\assetSelectors.js,assetSelectors.js,lib,146,allocation_status,snake_case,snake_case_reference,status_field,assets,"? ""Unassigned"" : allocation_status === ""under_allocated"" ? ""Partially assigned"""
lib\selectors\assetSelectors.js,assetSelectors.js,lib,162,allocation_status,snake_case,snake_case_reference,status_field,assets,"allocation_status, assignment_status,"
lib\selectors\assetSelectors.js,assetSelectors.js,lib,300,allocation_status,snake_case,snake_case_reference,status_field,assets,"const asset_pool_over_allocated = asset_pool_summary.some( (pool) => pool.allocation_status === ""over_allocated"" );"
lib\selectors\assetSelectors.js,assetSelectors.js,lib,305,allocation_status,snake_case,snake_case_reference,status_field,assets,"[""under_allocated"", ""no_source_pool"", ""review_required""].includes( pool.allocation_status )"
hooks\useAssets.js,useAssets.js,hooks,598,asset_overhead_assignment_warnings,snake_case,declaration,warnings_field,assets,); const asset_overhead_assignment_warnings = asset_overhead_pool_assignment_summary
hooks\useAssets.js,useAssets.js,hooks,640,asset_overhead_assignment_warnings,snake_case,warning_id,warnings_field,assets,"asset_review_required: asset_related_unassigned_cost > 0, asset_overhead_assignment_warnings, total_asset_recovery_cost_annual,"
lib\selectors\assetSelectors.js,assetSelectors.js,lib,309,asset_pool_guardrail_status,snake_case,declaration,status_field,assets,"const asset_pool_guardrail_status = asset_pool_over_allocated ? ""blocked"""
lib\selectors\assetSelectors.js,assetSelectors.js,lib,466,asset_pool_guardrail_status,snake_case,snake_case_reference,status_field,assets,"asset_pool_guardrail_status,"
hooks\cost-allocation\useCostAllocationAssignmentCards.js,useCostAllocationAssignmentCards.js,hooks,239,asset_pool_status,snake_case,snake_case_reference,status_field,assets,"calculated?.productive_asset_pool?.allocation_status || calculated?.asset_pool_status || ""review_required"","
lib\calculations\cost-allocation\costAllocationPoolBuilders.js,costAllocationPoolBuilders.js,lib,436,asset_pool_status,snake_case,object_key,status_field,assets,"total_over_allocated_asset_hours: over_allocated_asset_hours, asset_pool_status: allocation_status, };"
lib\calculations\costAllocationRules.js,costAllocationRules.js,lib,168,asset_pool_status,snake_case,snake_case_reference,status_field,assets,"const asset_pool_over_allocated = asset_assignment_result.asset_pool_status === ""over_allocated"";"
lib\calculations\costAllocationRules.js,costAllocationRules.js,lib,476,asset_pool_status,snake_case,object_key,status_field,assets,"asset_assignment_result.total_over_allocated_asset_hours, asset_pool_status: asset_assignment_result.asset_pool_status,"
lib\selectors\cost-allocation\costAllocationCardSections.js,costAllocationCardSections.js,lib,127,asset_pool_status,snake_case,snake_case_reference,status_field,assets,"recovery_cost: calculated?.total_grouped_asset_cost ?? 0, status_label: get_display_label(calculated?.asset_pool_status), message:"
components\recovery-summary\RecoverySummaryMainCard.jsx,RecoverySummaryMainCard.jsx,components,73,asset_recovery_status,snake_case,snake_case_reference,status_field,assets,required_asset_recovery_rate={card.required_asset_recovery_rate} asset_recovery_status={card.asset_recovery_status} material_margin_pool={card.material_margin_pool}
components\recovery-summary\RecoverySummaryStatusStrip.jsx,RecoverySummaryStatusStrip.jsx,components,198,asset_recovery_status,snake_case,snake_case_reference,status_field,assets,"required_asset_recovery_rate = 0, asset_recovery_status = ""ready"", material_margin_pool = 0,"
components\recovery-summary\RecoverySummaryStatusStrip.jsx,RecoverySummaryStatusStrip.jsx,components,230,asset_recovery_status,snake_case,snake_case_reference,status_field,assets,"question=""Can productive assets recover their own cost?"" status={asset_recovery_status} rows={["
components\recovery-summary\RecoverySummaryStatusStrip.jsx,RecoverySummaryStatusStrip.jsx,components,282,asset_recovery_status,snake_case,snake_case_reference,status_field,assets,"required_asset_recovery_rate, asset_recovery_status, material_margin_pool,"
components\recovery-summary\RecoverySummaryStatusStrip.jsx,RecoverySummaryStatusStrip.jsx,components,355,asset_recovery_status,snake_case,snake_case_reference,status_field,assets,required_asset_recovery_rate={required_asset_recovery_rate} asset_recovery_status={asset_recovery_status} material_margin_pool={material_margin_pool}
components\recovery-summary\main-card\RecoverySupportingEvidenceDetail.jsx,RecoverySupportingEvidenceDetail.jsx,components,198,asset_recovery_status,snake_case,snake_case_reference,status_field,assets,"required_asset_recovery_rate = 0, asset_recovery_status = ""ready"", material_margin_pool = 0,"
components\recovery-summary\main-card\RecoverySupportingEvidenceDetail.jsx,RecoverySupportingEvidenceDetail.jsx,components,230,asset_recovery_status,snake_case,snake_case_reference,status_field,assets,"question=""Can productive assets recover their own cost?"" status={asset_recovery_status} rows={["
components\recovery-summary\main-card\RecoverySupportingEvidenceDetail.jsx,RecoverySupportingEvidenceDetail.jsx,components,282,asset_recovery_status,snake_case,snake_case_reference,status_field,assets,"required_asset_recovery_rate, asset_recovery_status, material_margin_pool,"
components\recovery-summary\main-card\RecoverySupportingEvidenceDetail.jsx,RecoverySupportingEvidenceDetail.jsx,components,355,asset_recovery_status,snake_case,snake_case_reference,status_field,assets,required_asset_recovery_rate={required_asset_recovery_rate} asset_recovery_status={asset_recovery_status} material_margin_pool={material_margin_pool}
hooks\useRecoverySummary.js,useRecoverySummary.js,hooks,134,asset_recovery_status,snake_case,object_key,status_field,assets,"required_asset_recovery_rate: calculated.required_asset_recovery_rate, asset_recovery_status: calculated.asset_recovery_status, material_recovery_cost: calculated.material_recovery_cost,"
lib\calculations\recoverySummaryCalculations.js,recoverySummaryCalculations.js,lib,585,asset_recovery_status,snake_case,declaration,status_field,assets,": ""ready""; const asset_recovery_status = productive_asset_count <= 0 && productive_asset_cost <= 0"
lib\calculations\recoverySummaryCalculations.js,recoverySummaryCalculations.js,lib,650,asset_recovery_status,snake_case,snake_case_reference,status_field,assets,": ""margin_available""; const asset_utilisation_status = asset_recovery_status;"
lib\selectors\recoverySummarySelectors.js,recoverySummarySelectors.js,lib,537,asset_recovery_status,snake_case,object_key,status_field,assets,"calculated.required_asset_recovery_rate ?? 0, asset_recovery_status: calculated.asset_recovery_status ?? ""not_selected"","
components\assets\AssetForm.jsx,AssetForm.jsx,components,182,asset_status,snake_case,snake_case_reference,status_field,assets,"className=""ui-input"" value={asset_status} onChange={(event) =>"
components\assets\AssetForm.jsx,AssetForm.jsx,components,46,asset_status,snake_case,declaration,status_field,assets,"const asset_type = values.asset_type === ""support"" ? ""support"" : ""productive""; const asset_status = values.is_retired ? ""retired"" : ""active"";"
hooks\cost-allocation\useCostAllocationOutputContract.js,useCostAllocationOutputContract.js,hooks,38,asset_utilisation_status,snake_case,object_key,status_field,assets,"material_margin_status: calculated.material_margin_status, asset_utilisation_status: calculated.asset_utilisation_status,"
hooks\useRecoverySummary.js,useRecoverySummary.js,hooks,169,asset_utilisation_status,snake_case,object_key,status_field,assets,"material_margin_status: calculated.material_margin_status, asset_utilisation_status: calculated.asset_utilisation_status, material_recovery_included: calculated.material_recovery_included,"
lib\calculations\cost-allocation\costAllocationInputBuilder.js,costAllocationInputBuilder.js,lib,115,asset_utilisation_status,snake_case,object_key,status_field,assets,"recovery_outputs?.material_margin_status ?? ""not_selected"", asset_utilisation_status: recovery_outputs?.asset_utilisation_status ?? ""not_selected"","
lib\calculations\cost-allocation\costAllocationInputBuilder.js,costAllocationInputBuilder.js,lib,116,asset_utilisation_status,snake_case,snake_case_reference,status_field,assets,"asset_utilisation_status: recovery_outputs?.asset_utilisation_status ?? ""not_selected"", has_productive_asset_recovery_base:"
lib\calculations\recoverySummaryCalculations.js,recoverySummaryCalculations.js,lib,650,asset_utilisation_status,snake_case,declaration,status_field,assets,": ""margin_available""; const asset_utilisation_status = asset_recovery_status;"
lib\calculations\recoverySummaryCalculations.js,recoverySummaryCalculations.js,lib,965,asset_utilisation_status,snake_case,snake_case_reference,status_field,assets,"material_margin_status, asset_utilisation_status, material_recovery_included,"
lib\selectors\recoverySummarySelectors.js,recoverySummarySelectors.js,lib,652,asset_utilisation_status,snake_case,object_key,status_field,assets,"material_margin_status: calculated.material_margin_status ?? ""not_selected"", asset_utilisation_status: calculated.asset_utilisation_status ?? ""not_selected"","
lib\selectors\recoverySummarySelectors.js,recoverySummarySelectors.js,lib,653,asset_utilisation_status,snake_case,snake_case_reference,status_field,assets,"asset_utilisation_status: calculated.asset_utilisation_status ?? ""not_selected"", material_recovery_included: Boolean(calculated.material_recovery_included),"
app\dev\model-readiness\page.jsx,page.jsx,app,160,assets_ready,snake_case,snake_case_reference,readiness_field,assets,"[ ""assets_ready"", status.normalised_reconciliation_inputs?.assets_ready,"
app\dev\model-readiness\page.jsx,page.jsx,app,161,assets_ready,snake_case,snake_case_reference,readiness_field,assets,"""assets_ready"", status.normalised_reconciliation_inputs?.assets_ready, ],"
app\dev\model-readiness\page.jsx,page.jsx,app,80,assets_ready,snake_case,snake_case_reference,readiness_field,assets,"[""labour_ready"", status.labour_ready], [""assets_ready"", status.assets_ready], [""reconciliation_ready"", status.reconciliation_ready],"
app\model-readiness\page.jsx,page.jsx,app,33,assets_ready,snake_case,snake_case_reference,readiness_field,assets,"[""labour_ready"", status.labour_ready], [""assets_ready"", status.assets_ready], [""reconciliation_ready"", status.reconciliation_ready],"
app\model-readiness\page.jsx,page.jsx,app,93,assets_ready,snake_case,snake_case_reference,readiness_field,assets,"[""labour_ready"", status.normalised_reconciliation_inputs?.labour_ready], [""assets_ready"", status.normalised_reconciliation_inputs?.assets_ready], ["
hooks\useAssets.js,useAssets.js,hooks,610,assets_ready,snake_case,object_key,readiness_field,assets,"active_assets: asset_rows, assets_ready: Boolean(status.assets_ready), no_active_assets_confirmed:"
hooks\useAssets.js,useAssets.js,hooks,660,assets_ready,snake_case,snake_case_reference,readiness_field,assets,"saved_assets, status.assets_ready, asset_overhead_pools,"
lib\calculations\assetCalculations.js,assetCalculations.js,lib,438,assets_ready,snake_case,declaration,readiness_field,assets,"const benchmark_reconciled = reconciliation_state === ""green""; const assets_ready = Number.isFinite(total_asset_cost_annual);"
lib\calculations\assetCalculations.js,assetCalculations.js,lib,492,assets_ready,snake_case,snake_case_reference,readiness_field,assets,"benchmark_reconciled, assets_ready, };"
lib\reconciliation\reconciliationRules.js,reconciliationRules.js,lib,100,assets_ready,snake_case,snake_case_reference,readiness_field,assets,"id: ""assets_ready"", check_id: ""assets_ready"", module: ""Assets"","
lib\reconciliation\reconciliationRules.js,reconciliationRules.js,lib,362,assets_ready,snake_case,snake_case_reference,readiness_field,assets,"labour_ready, assets_ready,"
lib\reconciliation\reconciliationRules.js,reconciliationRules.js,lib,95,assets_ready,snake_case,snake_case_reference,readiness_field,assets,const active_assets_ready = has_active_assets && assets_ready; const passed = active_assets_ready || no_assets_confirmed_ready;
lib\reconciliation\reconciliationRules.js,reconciliationRules.js,lib,99,assets_ready,snake_case,snake_case_reference,readiness_field,assets,"return { id: ""assets_ready"", check_id: ""assets_ready"","
lib\selectors\assetSelectors.js,assetSelectors.js,lib,456,assets_ready,snake_case,declaration,readiness_field,assets,const assets_ready = (active_assets_ready || no_active_assets_ready) && !asset_pool_over_allocated;
lib\selectors\assetSelectors.js,assetSelectors.js,lib,460,assets_ready,snake_case,snake_case_reference,readiness_field,assets,"return { is_ready: assets_ready, assets_ready,"
lib\selectors\assetSelectors.js,assetSelectors.js,lib,461,assets_ready,snake_case,snake_case_reference,readiness_field,assets,"is_ready: assets_ready, assets_ready, no_active_assets_confirmed,"
hooks\useAssets.js,useAssets.js,hooks,600,assignment_status,snake_case,snake_case_reference,status_field,assets,"asset_overhead_pool_assignment_summary .filter((pool) => pool.assignment_status === ""over_assigned"") .map((pool) => ({"
hooks\useAssets.js,useAssets.js,hooks,99,assignment_status,snake_case,object_key,status_field,assets,"remaining_amount, assignment_status: assigned_amount === 0"
lib\selectors\assetSelectors.js,assetSelectors.js,lib,141,assignment_status,snake_case,declaration,status_field,assets,"const assignment_status = allocation_status === ""over_allocated"""
lib\selectors\assetSelectors.js,assetSelectors.js,lib,163,assignment_status,snake_case,snake_case_reference,status_field,assets,"allocation_status, assignment_status,"
components\assets\AssetForm.jsx,AssetForm.jsx,components,196,finance_status,snake_case,snake_case_reference,status_field,assets,"className=""ui-input"" value={finance_status} onChange={(event) =>"
components\assets\AssetForm.jsx,AssetForm.jsx,components,48,finance_status,snake_case,declaration,status_field,assets,"const finance_status = values.finance_paid_off ? ""paid_off"""
hooks\useAssets.js,useAssets.js,hooks,389,finance_status,snake_case,object_key,status_field,assets,"finance_active: asset.finance_active === true, finance_status: asset.finance_status ?? ""not_financed"", finance_start_date: asset.finance_start_date ?? """","
hooks\useAssets.js,useAssets.js,hooks,445,finance_status,snake_case,object_key,status_field,assets,"finance_active: asset.finance_active === true, finance_status: asset.finance_status ?? ""not_financed"", finance_start_date: asset.finance_start_date ?? """","
lib\calculations\assetCalculations.js,assetCalculations.js,lib,176,finance_status,snake_case,object_key,status_field,assets,"finance_active: false, finance_status: ""not_financed"", };"
lib\calculations\assetCalculations.js,assetCalculations.js,lib,186,finance_status,snake_case,object_key,status_field,assets,"finance_active: false, finance_status: ""paid_off"", };"
lib\calculations\assetCalculations.js,assetCalculations.js,lib,196,finance_status,snake_case,object_key,status_field,assets,"finance_active: false, finance_status: ""term_ended"", };"
lib\calculations\assetCalculations.js,assetCalculations.js,lib,205,finance_status,snake_case,object_key,status_field,assets,"finance_active: true, finance_status: finance_term_extended ? ""extended"" : ""active"", };"
lib\calculations\assetCalculations.js,assetCalculations.js,lib,358,finance_status,snake_case,snake_case_reference,status_field,assets,"finance_active, finance_status, } = get_finance_lifecycle({"
lib\calculations\assetCalculations.js,assetCalculations.js,lib,471,finance_status,snake_case,snake_case_reference,status_field,assets,"revised_term_months, finance_status,"
lib\selectors\assetSelectors.js,assetSelectors.js,lib,221,finance_status,snake_case,snake_case_reference,status_field,assets,"function get_finance_status_label(finance_status) { if (finance_status === ""active"") return ""Active"";"
lib\selectors\assetSelectors.js,assetSelectors.js,lib,222,finance_status,snake_case,snake_case_reference,status_field,assets,"function get_finance_status_label(finance_status) { if (finance_status === ""active"") return ""Active""; if (finance_status === ""extended"") return ""Extended"";"
lib\selectors\assetSelectors.js,assetSelectors.js,lib,223,finance_status,snake_case,snake_case_reference,status_field,assets,"if (finance_status === ""active"") return ""Active""; if (finance_status === ""extended"") return ""Extended""; if (finance_status === ""paid_off"") return ""Paid off"";"
lib\selectors\assetSelectors.js,assetSelectors.js,lib,224,finance_status,snake_case,snake_case_reference,status_field,assets,"if (finance_status === ""extended"") return ""Extended""; if (finance_status === ""paid_off"") return ""Paid off""; if (finance_status === ""term_ended"") return ""Term ended"";"
lib\selectors\assetSelectors.js,assetSelectors.js,lib,225,finance_status,snake_case,snake_case_reference,status_field,assets,"if (finance_status === ""paid_off"") return ""Paid off""; if (finance_status === ""term_ended"") return ""Term ended""; return ""Not financed"";"
lib\selectors\assetSelectors.js,assetSelectors.js,lib,230,finance_status,snake_case,snake_case_reference,status_field,assets,"function get_finance_lifecycle_note(calculations = {}) { if (calculations.finance_status === ""paid_off"") { return ""Finance has been paid off. Future interest, principal and finance payment are treated as zero."";"
lib\selectors\assetSelectors.js,assetSelectors.js,lib,234,finance_status,snake_case,snake_case_reference,status_field,assets,"if (calculations.finance_status === ""extended"") { return ""Finance term has been extended. Current finance outputs use the original term plus extension months."";"
lib\selectors\assetSelectors.js,assetSelectors.js,lib,238,finance_status,snake_case,snake_case_reference,status_field,assets,"if (calculations.finance_status === ""term_ended"") { return ""Finance term has ended. Future interest, principal and finance payment are treated as zero."";"
lib\selectors\assetSelectors.js,assetSelectors.js,lib,242,finance_status,snake_case,snake_case_reference,status_field,assets,"if (calculations.finance_status === ""active"") { return ""Finance is active. Interest is included as operating asset cost; principal is shown for cash-flow visibility."";"
lib\selectors\assetSelectors.js,assetSelectors.js,lib,598,finance_status,snake_case,snake_case_reference,status_field,assets,"? ""Paid off"" : calculations.finance_status === ""extended"" ? ""Term extended"""
lib\selectors\assetSelectors.js,assetSelectors.js,lib,726,finance_status,snake_case,snake_case_reference,status_field,assets,"label: ""Finance Status"", value: get_finance_status_label(calculations.finance_status), },"
lib\selectors\assetSelectors.js,assetSelectors.js,lib,840,finance_status,snake_case,object_key,status_field,assets,"lifecycle: asset_state.is_retired ? ""Retired"" : ""Active"", finance_status: get_finance_status_label(calculations.finance_status), finance_start_date: calculations.finance_start_date || ""-"","
lib\storage\assetStorage.js,assetStorage.js,lib,231,finance_status,snake_case,object_key,status_field,assets,"finance_active: Boolean(recalculated.finance_active), finance_status: recalculated.finance_status || input.finance_status || ""not_financed"","
lib\storage\assetStorage.js,assetStorage.js,lib,232,finance_status,snake_case,snake_case_reference,status_field,assets,"finance_status: recalculated.finance_status || input.finance_status || ""not_financed"","
lib\reconciliation\reconciliationRules.js,reconciliationRules.js,lib,109,has_active_assets,snake_case,snake_case_reference,readiness_field,assets,"? ""No active assets have been explicitly confirmed for this business model."" : has_active_assets ? ""Assets have active records but are not ready under the existing asset readiness checks."""
lib\reconciliation\reconciliationRules.js,reconciliationRules.js,lib,116,has_active_assets,snake_case,snake_case_reference,readiness_field,assets,"? ""no_active_assets_confirmed is true and total_asset_cost_annual is 0."" : has_active_assets ? ""Active asset setup must satisfy the existing valid readiness path."""
lib\reconciliation\reconciliationRules.js,reconciliationRules.js,lib,121,has_active_assets,snake_case,snake_case_reference,readiness_field,assets,"? ""No action required for Assets readiness."" : has_active_assets ? ""Review the active asset setup and resolve the existing Assets warnings."""
lib\reconciliation\reconciliationRules.js,reconciliationRules.js,lib,127,has_active_assets,snake_case,snake_case_reference,readiness_field,assets,"is_warning: false, has_active_assets, no_active_assets_confirmed,"
lib\reconciliation\reconciliationRules.js,reconciliationRules.js,lib,88,has_active_assets,snake_case,declaration,readiness_field,assets,const has_active_assets = active_assets.length > 0;
lib\reconciliation\reconciliationRules.js,reconciliationRules.js,lib,91,has_active_assets,snake_case,snake_case_reference,readiness_field,assets,const no_assets_confirmed_ready = !has_active_assets && no_active_assets_confirmed &&
lib\reconciliation\reconciliationRules.js,reconciliationRules.js,lib,95,has_active_assets,snake_case,snake_case_reference,readiness_field,assets,const active_assets_ready = has_active_assets && assets_ready; const passed = active_assets_ready || no_assets_confirmed_ready;
lib\selectors\costSummarySelectors.js,costSummarySelectors.js,lib,138,has_asset_data,snake_case,declaration,readiness_field,assets,"const has_asset_data = Object.prototype.hasOwnProperty.call( asset_data ?? {},"
lib\selectors\costSummarySelectors.js,costSummarySelectors.js,lib,154,has_asset_data,snake_case,snake_case_reference,readiness_field,assets,"if (!has_asset_data) { warnings.push(""Assets output is missing. Fix Assets before trusting Cost Summary."");"
lib\selectors\costSummarySelectors.js,costSummarySelectors.js,lib,189,has_asset_data,snake_case,snake_case_reference,readiness_field,assets,"labour_profiles_label: has_labour_data ? ""Connected"" : ""Missing"", asset_costs_label: has_asset_data ? ""Connected"" : ""Missing"", general_overheads_label: has_general_overhead_data ? ""Connected"" : ""Missing"","
hooks\useGeneralOverheads.js,useGeneralOverheads.js,hooks,470,has_asset_finance_interest_duplication,snake_case,declaration,readiness_field,assets,const has_asset_finance_interest_duplication = calculated.overhead_rows.some( (row) =>
hooks\useGeneralOverheads.js,useGeneralOverheads.js,hooks,482,has_asset_finance_interest_duplication,snake_case,snake_case_reference,readiness_field,assets,"category_totals.length > 0 && !has_asset_finance_interest_duplication, non_asset_interest_annual: calculated.non_asset_interest_annual ?? 0,"
