"module_name","variable_name","current_audit_status","classification","recommended_action","classification_reason","code_files","notes"
"labour","cost_allocation","code_only_not_in_brief","owner_review_required","manual_owner_review_before_briefing","Field appears to be a wrapper, state object, or cross-module reference rather than a direct metric.","hooks\rate-builder\useRateBuilderLabourRates.js | lib\selectors\rate-builder\rateBuilderLabourModelSelectors.js","implemented_contract_not_documented_in_brief"
"labour","labour","code_only_not_in_brief","owner_review_required","manual_owner_review_before_briefing","Field appears to be a wrapper, state object, or cross-module reference rather than a direct metric.","app\cost-summary\page.jsx | hooks\useBusinessSummary.js | hooks\useQuoteEngine.js | hooks\useRecoverySummary.js","implemented_contract_not_documented_in_brief"
"labour","labour_based","code_only_not_in_brief","owner_review_required","manual_owner_review_before_briefing","No strong automated signal. Needs human review before adding to a module brief.","hooks\useRevenueReality.js | lib\calculations\recoverySummaryCalculations.js","implemented_contract_not_documented_in_brief"
"labour","labour_data","code_only_not_in_brief","owner_review_required","manual_owner_review_before_briefing","Field appears to be a wrapper, state object, or cross-module reference rather than a direct metric.","hooks\useCostSummary.js","implemented_contract_not_documented_in_brief"
"labour","labour_pct","code_only_not_in_brief","owner_review_required","manual_owner_review_before_briefing","No strong automated signal. Needs human review before adding to a module brief.","lib\selectors\quickStartSelectors.js","implemented_contract_not_documented_in_brief"
"labour","labour_profiles","code_only_not_in_brief","owner_review_required","manual_owner_review_before_briefing","Field appears to be a wrapper, state object, or cross-module reference rather than a direct metric.","hooks\useEmployeeOverheads.js","implemented_contract_not_documented_in_brief"
"labour","labour_rate_reality_check","code_only_not_in_brief","owner_review_required","manual_owner_review_before_briefing","No strong automated signal. Needs human review before adding to a module brief.","lib\selectors\quickStartSelectors.js","implemented_contract_not_documented_in_brief"
"labour","labour_value","code_only_not_in_brief","owner_review_required","manual_owner_review_before_briefing","No strong automated signal. Needs human review before adding to a module brief.","lib\selectors\quickStartSelectors.js","implemented_contract_not_documented_in_brief"
"labour","productive_labour_types","code_only_not_in_brief","owner_review_required","manual_owner_review_before_briefing","No strong automated signal. Needs human review before adding to a module brief.","hooks\useCostSummary.js","implemented_contract_not_documented_in_brief"
"labour","recovery_plan","code_only_not_in_brief","owner_review_required","manual_owner_review_before_briefing","Field appears to be a wrapper, state object, or cross-module reference rather than a direct metric.","lib\selectors\rate-builder\rateBuilderLabourModelSelectors.js | lib\selectors\rate-builder\rateBuilderLabourSourceSelectors.js","implemented_contract_not_documented_in_brief"
"labour","required_labour_class","code_only_not_in_brief","owner_review_required","manual_owner_review_before_briefing","No strong automated signal. Needs human review before adding to a module brief.","lib\calculations\cost-allocation\costAllocationLabourAdapter.js","implemented_contract_not_documented_in_brief"
"model-readiness","model_readiness","code_only_not_in_brief","owner_review_required","manual_owner_review_before_briefing","Field appears to be a wrapper, state object, or cross-module reference rather than a direct metric.","app\cost-summary\page.jsx | hooks\useBusinessSummary.js | hooks\useCostSummary.js | hooks\useQuoteEngine.js | hooks\useRecoverySummary.js | lib\selectors\costSummarySelectors.js","implemented_contract_not_documented_in_brief"
"opening-hours","opening_hours_module","code_only_not_in_brief","owner_review_required","manual_owner_review_before_briefing","Field appears to be a wrapper, state object, or cross-module reference rather than a direct metric.","hooks\useCostSummary.js","implemented_contract_not_documented_in_brief"
"p-and-l","pnl_sync_signature","code_only_not_in_brief","owner_review_required","manual_owner_review_before_briefing","Field appears to be a wrapper, state object, or cross-module reference rather than a direct metric.","hooks\useGeneralOverheads.js","implemented_contract_not_documented_in_brief"
"p-and-l","profit_and_loss","code_only_not_in_brief","owner_review_required","manual_owner_review_before_briefing","Field appears to be a wrapper, state object, or cross-module reference rather than a direct metric.","components\model-readiness\ModelReadinessAuditPanel.jsx | hooks\useRevenueCogs.js","implemented_contract_not_documented_in_brief"
"p-and-l","profit_and_loss_state","code_only_not_in_brief","owner_review_required","manual_owner_review_before_briefing","Field appears to be a wrapper, state object, or cross-module reference rather than a direct metric.","hooks\useGeneralOverheads.js | hooks\useProfitAndLoss.js","implemented_contract_not_documented_in_brief"
"p-and-l","reconciliation","code_only_not_in_brief","owner_review_required","manual_owner_review_before_briefing","Field appears to be a wrapper, state object, or cross-module reference rather than a direct metric.","lib\selectors\profitAndLossSelectors.js","implemented_contract_not_documented_in_brief"
"p-and-l","state","code_only_not_in_brief","owner_review_required","manual_owner_review_before_briefing","Field appears to be a wrapper, state object, or cross-module reference rather than a direct metric.","hooks\useProfitAndLoss.js | lib\storage\profitAndLossProfileStorage.js","implemented_contract_not_documented_in_brief"
"p-and-l","summary","code_only_not_in_brief","owner_review_required","manual_owner_review_before_briefing","Field appears to be a wrapper, state object, or cross-module reference rather than a direct metric.","lib\selectors\profitAndLossSelectors.js","implemented_contract_not_documented_in_brief"
"p-and-l","variance","code_only_not_in_brief","owner_review_required","manual_owner_review_before_briefing","No strong automated signal. Needs human review before adding to a module brief.","lib\selectors\profitAndLossSelectors.js","implemented_contract_not_documented_in_brief"
"recovery-summary","recovery_summary","code_only_not_in_brief","owner_review_required","manual_owner_review_before_briefing","Field appears to be a wrapper, state object, or cross-module reference rather than a direct metric.","app\recovery-outcome\page.jsx | lib\calculations\recoveryOutcomeCalculations.js | lib\recovery\recoveryRiskWarningSystem.js","implemented_contract_not_documented_in_brief"
"revenue-cogs","business_setup","code_only_not_in_brief","owner_review_required","manual_owner_review_before_briefing","Field appears to be a wrapper, state object, or cross-module reference rather than a direct metric.","hooks\useRevenueCogs.js","implemented_contract_not_documented_in_brief"
"revenue-cogs","calculations","code_only_not_in_brief","owner_review_required","manual_owner_review_before_briefing","Field appears to be a wrapper, state object, or cross-module reference rather than a direct metric.","hooks\useRevenueCogs.js","implemented_contract_not_documented_in_brief"
"revenue-cogs","labour_based","code_only_not_in_brief","owner_review_required","manual_owner_review_before_briefing","No strong automated signal. Needs human review before adding to a module brief.","hooks\useRevenueCogs.js","implemented_contract_not_documented_in_brief"
"revenue-cogs","revenue_cogs","code_only_not_in_brief","owner_review_required","manual_owner_review_before_briefing","Field appears to be a wrapper, state object, or cross-module reference rather than a direct metric.","hooks\useBusinessSummary.js | hooks\useRecoverySummary.js | hooks\useRevenueReality.js","implemented_contract_not_documented_in_brief"
"revenue-cogs","revenue_cogs_state","code_only_not_in_brief","owner_review_required","manual_owner_review_before_briefing","Field appears to be a wrapper, state object, or cross-module reference rather than a direct metric.","hooks\useRevenueCogs.js","implemented_contract_not_documented_in_brief"
"revenue-reality","business_setup","code_only_not_in_brief","owner_review_required","manual_owner_review_before_briefing","Field appears to be a wrapper, state object, or cross-module reference rather than a direct metric.","hooks\useRevenueReality.js","implemented_contract_not_documented_in_brief"
"revenue-reality","calculations","code_only_not_in_brief","owner_review_required","manual_owner_review_before_briefing","Field appears to be a wrapper, state object, or cross-module reference rather than a direct metric.","hooks\useRevenueReality.js","implemented_contract_not_documented_in_brief"
