file_path,file_name,source_area,line_number,variable_name,variable_style,extraction_type,likely_role,module_hint,context
lib\selectors\recoveryAnalysisSelectors.js,recoveryAnalysisSelectors.js,lib,58,extra_hours_required_at_current_rates_display,snake_case,object_key,warning_id,,"recovery_analysis.extra_hours_required_at_current_rates, extra_hours_required_at_current_rates_display: formatHours( recovery_analysis.extra_hours_required_at_current_rates"
lib\selectors\revenueSummarySelectors.js,revenueSummarySelectors.js,lib,17,get_health,snake_case,snake_case_reference,warning_id,,"actual_profit_percent: calculated.actual_profit_percent ?? 0, health: get_health(calculated), warning_count: Array.isArray(calculated.warnings)"
lib\selectors\squareMetreRateSelectors.js,squareMetreRateSelectors.js,lib,1,get_rate_health,snake_case,snake_case_reference,warning_id,,function get_rate_health(calculated = {}) { const warning_count = Array.isArray(calculated.warnings)
lib\selectors\squareMetreRateSelectors.js,squareMetreRateSelectors.js,lib,21,get_rate_health,snake_case,snake_case_reference,warning_id,,"expected_revenue_annual: calculated.expected_revenue_annual ?? 0, rate_health: get_rate_health(calculated), warning_count: Array.isArray(calculated.warnings)"
lib\selectors\revenueSummarySelectors.js,revenueSummarySelectors.js,lib,17,health,plain,object_key,warning_id,,"actual_profit_percent: calculated.actual_profit_percent ?? 0, health: get_health(calculated), warning_count: Array.isArray(calculated.warnings)"
lib\calculations\quickStartCalculations.js,quickStartCalculations.js,lib,97,hours_per_week,snake_case,snake_case_reference,warning_id,,"warning_count: labour_rate > 0 && hours_per_week > 0 ? 0 : 1, };"
lib\calculations\quickStartCalculations.js,quickStartCalculations.js,lib,155,insight_text,snake_case,snake_case_reference,warning_id,,"insight_text, warning_count: 0,"
lib\calculations\revenueSummaryCalculations.js,revenueSummaryCalculations.js,lib,138,material_cost_total,snake_case,snake_case_reference,warning_id,,"if (material_cost_total <= 0) { warnings.push(""Material cost total missing"");"
lib\calculations\materialsCalculations.js,materialsCalculations.js,lib,56,material_margin_annual,snake_case,snake_case_reference,warning_id,,"if (annual_material_revenue > 0 && material_margin_annual < 0) { warnings.push(""Negative material margin"");"
lib\calculations\materialsCalculations.js,materialsCalculations.js,lib,60,material_margin_annual,snake_case,snake_case_reference,warning_id,,"if (annual_material_revenue > 0 && material_margin_annual === 0) { warnings.push(""Zero material margin"");"
components\materials\MaterialsMainCard.jsx,MaterialsMainCard.jsx,components,36,material_margin_percent,snake_case,snake_case_reference,warning_id,,"material_margin_annual = 0, material_margin_percent = 0, warnings = [],"
lib\calculations\materialsCalculations.js,materialsCalculations.js,lib,74,material_margin_percent,snake_case,snake_case_reference,warning_id,,"material_margin_annual, material_margin_percent, warnings,"
lib\selectors\materialsSelectors.js,materialsSelectors.js,lib,54,material_margin_percent,snake_case,object_key,warning_id,,"material_margin_annual: calculated.material_margin_annual ?? 0, material_margin_percent: calculated.material_margin_percent ?? 0, warnings: calculated.warnings ?? [],"
lib\calculations\squareMetreRateCalculations.js,squareMetreRateCalculations.js,lib,50,minimum_charge,snake_case,snake_case_reference,warning_id,,"if (minimum_charge <= 0) { warnings.push(""Minimum charge not entered"");"
lib\calculations\recoveryAnalysisCalculations.js,recoveryAnalysisCalculations.js,lib,82,minor_gap,snake_case,warning_id,warning_id,,"} else if (revenue_gap < 0 && required_average_rate_increase <= 5) { primary_constraint_key = ""minor_gap""; primary_constraint_title = ""Minor recovery gap"";"
lib\calculations\recoveryAnalysisCalculations.js,recoveryAnalysisCalculations.js,lib,89,moderate_gap,snake_case,warning_id,warning_id,,"} else if (revenue_gap < 0 && required_average_rate_increase <= 15) { primary_constraint_key = ""moderate_gap""; primary_constraint_title = ""Rates or utilisation are too low"";"
components\materials\MaterialsMainCard.jsx,MaterialsMainCard.jsx,components,38,on_annual_material_cost_change,snake_case,snake_case_reference,warning_id,,"warnings = [], on_annual_material_cost_change = () => {}, on_annual_material_revenue_change = () => {},"
lib\calculations\revenueSummaryCalculations.js,revenueSummaryCalculations.js,lib,142,operating_expenses_total,snake_case,snake_case_reference,warning_id,,"if (operating_expenses_total <= 0) { warnings.push(""Operating expenses total missing"");"
components\quick-start\QuickStartStatusStrip.jsx,QuickStartStatusStrip.jsx,components,7,primary_label,snake_case,snake_case_reference,warning_id,,"primary_value, primary_label, warning_count,"
components\revenue-summary\RevenueSummaryMainCard.jsx,RevenueSummaryMainCard.jsx,components,351,profit_gap,snake_case,warning_id,warning_id,,"<div className=""text-sm font-medium text-[var(--text-primary)]""> {format_currency(profit_gap)} </div>"
components\revenue-summary\RevenueSummaryMainCard.jsx,RevenueSummaryMainCard.jsx,components,71,profit_gap,snake_case,warning_id,warning_id,,"revenue_gap = 0, profit_gap = 0,"
lib\calculations\revenueSummaryCalculations.js,revenueSummaryCalculations.js,lib,102,profit_gap,snake_case,declaration,warning_id,,const revenue_gap = round_currency(required_revenue - current_revenue); const profit_gap = round_currency(target_profit_amount - actual_profit_model);
lib\calculations\revenueSummaryCalculations.js,revenueSummaryCalculations.js,lib,186,profit_gap,snake_case,warning_id,warning_id,,"revenue_gap, profit_gap,"
lib\selectors\revenueSummarySelectors.js,revenueSummarySelectors.js,lib,70,profit_gap,snake_case,object_key,warning_id,,"revenue_gap: calculated.revenue_gap ?? 0, profit_gap: calculated.profit_gap ?? 0,"
components\rates\square-metre\SquareMetreRateStatusStrip.jsx,SquareMetreRateStatusStrip.jsx,components,20,rate_health,snake_case,snake_case_reference,warning_id,,"expected_revenue_annual = 0, rate_health = ""ok"", warning_count = 0,"
lib\selectors\squareMetreRateSelectors.js,squareMetreRateSelectors.js,lib,21,rate_health,snake_case,object_key,warning_id,,"expected_revenue_annual: calculated.expected_revenue_annual ?? 0, rate_health: get_rate_health(calculated), warning_count: Array.isArray(calculated.warnings)"
lib\calculations\recoveryAnalysisCalculations.js,recoveryAnalysisCalculations.js,lib,113,recovery_gap,snake_case,warning_id,warning_id,,"revenue_gap, recovery_gap, shortfall_amount,"
lib\calculations\recoveryAnalysisCalculations.js,recoveryAnalysisCalculations.js,lib,53,recovery_gap,snake_case,declaration,warning_id,,const revenue_gap = achievable_revenue - required_revenue; const recovery_gap = weighted_achievable_rate - required_recovery_rate;
lib\calculations\recoveryAnalysisCalculations.js,recoveryAnalysisCalculations.js,lib,65,recovery_gap,snake_case,warning_id,warning_id,,const required_average_rate_increase = recovery_gap < 0 ? Math.abs(recovery_gap) : 0;
lib\selectors\recoveryAnalysisSelectors.js,recoveryAnalysisSelectors.js,lib,50,recovery_gap,snake_case,object_key,warning_id,,"recovery_gap: recovery_analysis.recovery_gap, recovery_gap_display: formatMoney(recovery_analysis.recovery_gap),"
lib\selectors\recoveryAnalysisSelectors.js,recoveryAnalysisSelectors.js,lib,51,recovery_gap,snake_case,warning_id,warning_id,,"recovery_gap: recovery_analysis.recovery_gap, recovery_gap_display: formatMoney(recovery_analysis.recovery_gap),"
lib\selectors\recoveryAnalysisSelectors.js,recoveryAnalysisSelectors.js,lib,51,recovery_gap_display,snake_case,object_key,warning_id,,"recovery_gap: recovery_analysis.recovery_gap, recovery_gap_display: formatMoney(recovery_analysis.recovery_gap),"
lib\calculations\revenueSummaryCalculations.js,revenueSummaryCalculations.js,lib,146,required_revenue,snake_case,snake_case_reference,warning_id,,"if (required_revenue > 0 && current_revenue < required_revenue) { warnings.push(""Current revenue is below required revenue"");"
components\revenue-summary\RevenueSummaryMainCard.jsx,RevenueSummaryMainCard.jsx,components,344,revenue_gap,snake_case,warning_id,warning_id,,"<div className=""text-sm font-medium text-[var(--text-primary)]""> {format_currency(revenue_gap)} </div>"
components\revenue-summary\RevenueSummaryMainCard.jsx,RevenueSummaryMainCard.jsx,components,70,revenue_gap,snake_case,warning_id,warning_id,,"target_profit_amount = 0, revenue_gap = 0, profit_gap = 0,"
components\revenue-summary\RevenueSummarySummaryCard.jsx,RevenueSummarySummaryCard.jsx,components,142,revenue_gap,snake_case,warning_id,warning_id,,"<div className=""text-sm font-medium text-[var(--text-primary)]""> {format_currency(revenue_gap)} </div>"
components\revenue-summary\RevenueSummarySummaryCard.jsx,RevenueSummarySummaryCard.jsx,components,21,revenue_gap,snake_case,warning_id,warning_id,,"required_revenue = 0, revenue_gap = 0, health = ""ok"","
lib\calculations\recoveryAnalysisCalculations.js,recoveryAnalysisCalculations.js,lib,112,revenue_gap,snake_case,warning_id,warning_id,,"required_recovery_rate, revenue_gap, recovery_gap,"
lib\calculations\recoveryAnalysisCalculations.js,recoveryAnalysisCalculations.js,lib,52,revenue_gap,snake_case,declaration,warning_id,,const revenue_gap = achievable_revenue - required_revenue; const recovery_gap = weighted_achievable_rate - required_recovery_rate;
lib\calculations\recoveryAnalysisCalculations.js,recoveryAnalysisCalculations.js,lib,55,revenue_gap,snake_case,warning_id,warning_id,,const shortfall_amount = revenue_gap < 0 ? Math.abs(revenue_gap) : 0;
lib\calculations\recoveryAnalysisCalculations.js,recoveryAnalysisCalculations.js,lib,81,revenue_gap,snake_case,warning_id,warning_id,,"""Recovery analysis only uses direct production labour. If no staff are classified as direct production, the business has no recoverable labour base.""; } else if (revenue_gap < 0 && required_average_rate_increase <= 5) { primary_constraint_key = ""minor_gap"";"
lib\calculations\recoveryAnalysisCalculations.js,recoveryAnalysisCalculations.js,lib,88,revenue_gap,snake_case,warning_id,warning_id,,"""A small lift in achievable rate, a modest increase in recoverable hours, or a small cost reduction should close the gap.""; } else if (revenue_gap < 0 && required_average_rate_increase <= 15) { primary_constraint_key = ""moderate_gap"";"
lib\calculations\recoveryAnalysisCalculations.js,recoveryAnalysisCalculations.js,lib,95,revenue_gap,snake_case,warning_id,warning_id,,"""The business likely needs a combination of better recovery rates, more recoverable production hours, and tighter overhead control.""; } else if (revenue_gap < 0) { primary_constraint_key = ""heavy_cost_structure"";"
lib\calculations\revenueSummaryCalculations.js,revenueSummaryCalculations.js,lib,101,revenue_gap,snake_case,declaration,warning_id,,const revenue_gap = round_currency(required_revenue - current_revenue); const profit_gap = round_currency(target_profit_amount - actual_profit_model);
lib\calculations\revenueSummaryCalculations.js,revenueSummaryCalculations.js,lib,185,revenue_gap,snake_case,warning_id,warning_id,,"revenue_gap, profit_gap,"
lib\selectors\recoveryAnalysisSelectors.js,recoveryAnalysisSelectors.js,lib,37,revenue_gap,snake_case,object_key,warning_id,,"revenue_gap: recovery_analysis.revenue_gap, revenue_gap_display: formatMoney(recovery_analysis.revenue_gap),"
lib\selectors\recoveryAnalysisSelectors.js,recoveryAnalysisSelectors.js,lib,38,revenue_gap,snake_case,warning_id,warning_id,,"revenue_gap: recovery_analysis.revenue_gap, revenue_gap_display: formatMoney(recovery_analysis.revenue_gap),"
lib\selectors\revenueSummarySelectors.js,revenueSummarySelectors.js,lib,133,revenue_gap,snake_case,object_key,warning_id,,"required_revenue: calculated.required_revenue ?? 0, revenue_gap: calculated.revenue_gap ?? 0, health: get_health(calculated),"
lib\selectors\revenueSummarySelectors.js,revenueSummarySelectors.js,lib,69,revenue_gap,snake_case,object_key,warning_id,,"target_profit_amount: calculated.target_profit_amount ?? 0, revenue_gap: calculated.revenue_gap ?? 0, profit_gap: calculated.profit_gap ?? 0,"
lib\selectors\recoveryAnalysisSelectors.js,recoveryAnalysisSelectors.js,lib,38,revenue_gap_display,snake_case,object_key,warning_id,,"revenue_gap: recovery_analysis.revenue_gap, revenue_gap_display: formatMoney(recovery_analysis.revenue_gap),"
lib\audit\buildLiveAuditSnapshotExport.js,buildLiveAuditSnapshotExport.js,lib,142,rounding_variance,snake_case,object_key,warning_id,,"), rounding_variance: roundMoney( getValue(explainedVariance, ""rounding_variance"", 0)"
lib\audit\buildLiveAuditSnapshotExport.js,buildLiveAuditSnapshotExport.js,lib,143,rounding_variance,snake_case,warning_id,warning_id,,"rounding_variance: roundMoney( getValue(explainedVariance, ""rounding_variance"", 0) ),"
lib\calculations\revenueSummaryCalculations.js,revenueSummaryCalculations.js,lib,134,sales_revenue,snake_case,snake_case_reference,warning_id,,"if (sales_revenue <= 0) { warnings.push(""No sales revenue entered"");"
components\revenue-summary\RevenueSummaryMainCard.jsx,RevenueSummaryMainCard.jsx,components,81,target_split_total,snake_case,snake_case_reference,warning_id,,"target_split_total = 0, warnings = [],"
lib\calculations\revenueSummaryCalculations.js,revenueSummaryCalculations.js,lib,150,target_split_total,snake_case,snake_case_reference,warning_id,,"if (target_split_total > 0 && target_split_total !== 100) { warnings.push(""Target split does not total 100%"");"
lib\selectors\revenueSummarySelectors.js,revenueSummarySelectors.js,lib,83,target_split_total,snake_case,object_key,warning_id,,"target_split_total: calculated.target_split_total ?? 0, warnings: calculated.warnings ?? [],"
lib\audit\buildLiveAuditSnapshotExport.js,buildLiveAuditSnapshotExport.js,lib,139,timing_variance,snake_case,object_key,warning_id,,"), timing_variance: roundMoney( getValue(explainedVariance, ""timing_variance"", 0)"
lib\audit\buildLiveAuditSnapshotExport.js,buildLiveAuditSnapshotExport.js,lib,140,timing_variance,snake_case,warning_id,warning_id,,"timing_variance: roundMoney( getValue(explainedVariance, ""timing_variance"", 0) ),"
lib\audit\buildLiveAuditSnapshotExport.js,buildLiveAuditSnapshotExport.js,lib,145,unmapped_variance,snake_case,object_key,warning_id,,"), unmapped_variance: roundMoney( getValue(explainedVariance, ""unmapped_variance"", 0)"
lib\audit\buildLiveAuditSnapshotExport.js,buildLiveAuditSnapshotExport.js,lib,146,unmapped_variance,snake_case,warning_id,warning_id,,"unmapped_variance: roundMoney( getValue(explainedVariance, ""unmapped_variance"", 0) ),"
components\materials\MaterialsStatusStrip.jsx,MaterialsStatusStrip.jsx,components,27,warning_count,snake_case,snake_case_reference,warning_id,,"cost_entered = false, warning_count = 0, }) {"
components\materials\MaterialsStatusStrip.jsx,MaterialsStatusStrip.jsx,components,62,warning_count,snake_case,snake_case_reference,warning_id,,"<Pill text={`Warnings: ${warning_count}`} tone={warning_count > 0 ? ""bad"" : ""good""}"
components\materials\MaterialsStatusStrip.jsx,MaterialsStatusStrip.jsx,components,63,warning_count,snake_case,snake_case_reference,warning_id,,"text={`Warnings: ${warning_count}`} tone={warning_count > 0 ? ""bad"" : ""good""} />"
components\quick-start\QuickStartStatusStrip.jsx,QuickStartStatusStrip.jsx,components,30,warning_count,snake_case,snake_case_reference,warning_id,,"<span className=""ui-label"">Warnings</span> <div className=""ui-readonly"">{warning_count}</div> </div>"
components\quick-start\QuickStartStatusStrip.jsx,QuickStartStatusStrip.jsx,components,8,warning_count,snake_case,snake_case_reference,warning_id,,"primary_label, warning_count, }) {"
components\rates\square-metre\SquareMetreRateStatusStrip.jsx,SquareMetreRateStatusStrip.jsx,components,21,warning_count,snake_case,snake_case_reference,warning_id,,"rate_health = ""ok"", warning_count = 0, }) {"
components\rates\square-metre\SquareMetreRateStatusStrip.jsx,SquareMetreRateStatusStrip.jsx,components,44,warning_count,snake_case,snake_case_reference,warning_id,,"<Pill text={`Warnings: ${warning_count}`} tone={warning_count > 0 ? ""bad"" : ""good""}"
components\rates\square-metre\SquareMetreRateStatusStrip.jsx,SquareMetreRateStatusStrip.jsx,components,45,warning_count,snake_case,snake_case_reference,warning_id,,"text={`Warnings: ${warning_count}`} tone={warning_count > 0 ? ""bad"" : ""good""} />"
components\revenue-summary\RevenueSummaryStatusStrip.jsx,RevenueSummaryStatusStrip.jsx,components,22,warning_count,snake_case,snake_case_reference,warning_id,,"health = ""ok"", warning_count = 0, }) {"
components\revenue-summary\RevenueSummaryStatusStrip.jsx,RevenueSummaryStatusStrip.jsx,components,46,warning_count,snake_case,snake_case_reference,warning_id,,"<Pill text={`Warnings: ${warning_count}`} tone={warning_count > 0 ? ""bad"" : ""good""}"
components\revenue-summary\RevenueSummaryStatusStrip.jsx,RevenueSummaryStatusStrip.jsx,components,47,warning_count,snake_case,snake_case_reference,warning_id,,"text={`Warnings: ${warning_count}`} tone={warning_count > 0 ? ""bad"" : ""good""} />"
lib\calculations\quickStartCalculations.js,quickStartCalculations.js,lib,156,warning_count,snake_case,object_key,warning_id,,"insight_text, warning_count: 0, };"
lib\calculations\quickStartCalculations.js,quickStartCalculations.js,lib,227,warning_count,snake_case,object_key,warning_id,,"""This shows what the job is generating per person per hour. The full QS Tools system models how many m² you need each month to support your business."", warning_count: 0, };"
lib\calculations\quickStartCalculations.js,quickStartCalculations.js,lib,275,warning_count,snake_case,object_key,warning_id,,"""This model depends on consistent utilisation, not just a strong hourly rate."", warning_count: 0, };"
lib\calculations\quickStartCalculations.js,quickStartCalculations.js,lib,97,warning_count,snake_case,object_key,warning_id,,"warning_count: labour_rate > 0 && hours_per_week > 0 ? 0 : 1, };"
lib\selectors\materialsSelectors.js,materialsSelectors.js,lib,27,warning_count,snake_case,object_key,warning_id,,"cost_entered, warning_count: Array.isArray(calculated.warnings) ? calculated.warnings.length"
lib\selectors\revenueSummarySelectors.js,revenueSummarySelectors.js,lib,18,warning_count,snake_case,object_key,warning_id,,"health: get_health(calculated), warning_count: Array.isArray(calculated.warnings) ? calculated.warnings.length"
lib\selectors\squareMetreRateSelectors.js,squareMetreRateSelectors.js,lib,2,warning_count,snake_case,declaration,warning_id,,function get_rate_health(calculated = {}) { const warning_count = Array.isArray(calculated.warnings) ? calculated.warnings.length
lib\selectors\squareMetreRateSelectors.js,squareMetreRateSelectors.js,lib,22,warning_count,snake_case,object_key,warning_id,,"rate_health: get_rate_health(calculated), warning_count: Array.isArray(calculated.warnings) ? calculated.warnings.length"
lib\selectors\squareMetreRateSelectors.js,squareMetreRateSelectors.js,lib,7,warning_count,snake_case,snake_case_reference,warning_id,,"if ((calculated.expected_revenue_annual ?? 0) <= 0) return ""bad""; if (warning_count > 1) return ""ok""; return ""good"";"
lib\calculations\assetCalculations.js,assetCalculations.js,lib,310,absolute_variance_percent,snake_case,declaration,warning_id,assets,const absolute_variance_percent = Math.abs(assets_variance_percent);
lib\calculations\assetCalculations.js,assetCalculations.js,lib,312,absolute_variance_percent,snake_case,warning_id,warning_id,assets,"if (absolute_variance_percent <= 0.5) { return ""green"";"
lib\calculations\assetCalculations.js,assetCalculations.js,lib,316,absolute_variance_percent,snake_case,warning_id,warning_id,assets,"if (absolute_variance_percent <= 1.0) { return ""amber"";"
lib\selectors\assetSelectors.js,assetSelectors.js,lib,257,active_saved_assets,snake_case,declaration,warning_id,assets,const warnings = []; const active_saved_assets = get_active_saved_assets(saved_assets);
lib\selectors\assetSelectors.js,assetSelectors.js,lib,384,active_saved_assets,snake_case,snake_case_reference,warning_id,assets,"if (active_saved_assets.length === 0 && asset_type === ""support"") { warnings.push(""Support assets are included in cost only."");"
lib\selectors\assetSelectors.js,assetSelectors.js,lib,398,active_saved_assets,snake_case,snake_case_reference,warning_id,assets,if (active_saved_assets.length === 0 && asset_state.is_retired) { warnings.push(
lib\selectors\assetSelectors.js,assetSelectors.js,lib,452,active_saved_assets,snake_case,snake_case_reference,warning_id,assets,"if (active_saved_assets.length === 0 && !no_active_assets_confirmed) { warnings.push(""No active assets are saved yet."");"
components\business-summary\BusinessSummaryMacroPositionCard.jsx,BusinessSummaryMacroPositionCard.jsx,components,176,asset_finance_variance,snake_case,warning_id,warning_id,assets,"labour_variance = 0, asset_finance_variance = 0, overhead_variance = 0,"
components\business-summary\BusinessSummaryMacroPositionCard.jsx,BusinessSummaryMacroPositionCard.jsx,components,206,asset_finance_variance,snake_case,warning_id,warning_id,assets,"label=""Less asset finance variance"" value={-Math.abs(to_number(asset_finance_variance))} />"
components\business-summary\BusinessSummaryMacroPositionCard.jsx,BusinessSummaryMacroPositionCard.jsx,components,246,asset_finance_variance,snake_case,declaration,warning_id,assets,const asset_finance_variance = to_number(total_asset_interest_annual) -
components\business-summary\BusinessSummaryMacroPositionCard.jsx,BusinessSummaryMacroPositionCard.jsx,components,258,asset_finance_variance,snake_case,warning_id,warning_id,assets,const operational_pressure_adjustment = labour_variance + asset_finance_variance + overhead_variance;
components\business-summary\BusinessSummaryMacroPositionCard.jsx,BusinessSummaryMacroPositionCard.jsx,components,298,asset_finance_variance,snake_case,warning_id,warning_id,assets,"module_total={total_asset_interest_annual} variance={asset_finance_variance} benchmark_label=""P&L interest marked as asset finance"""
