file_path,file_name,line_number,module_hint,variable_name,variable_style,likely_role,section_hint,context
03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,1142,assets,ownership_status,snake_case,status_field,ownership,"is_active, is_productive_asset, ownership_status, asset_status }"
03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,1143,assets,asset_status,snake_case,status_field,ownership,"is_productive_asset, ownership_status, asset_status }"
03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,1148,assets,asset_ownership_cost_annual,snake_case,brief_variable,ownership,## 13.3 Asset cost variables asset_ownership_cost_annual asset_finance_interest_annual asset_lease_cost_annual
03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,1149,assets,asset_finance_interest_annual,snake_case,brief_variable,ownership,asset_ownership_cost_annual asset_finance_interest_annual asset_lease_cost_annual asset_depreciation_or_replacement_cost_annual
03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,1150,assets,asset_lease_cost_annual,snake_case,brief_variable,ownership,asset_ownership_cost_annual asset_finance_interest_annual asset_lease_cost_annual asset_depreciation_or_replacement_cost_annual asset_insurance_cost_annual where owned by Assets
03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,1151,assets,asset_depreciation_or_replacement_cost_annual,snake_case,brief_variable,ownership,asset_finance_interest_annual asset_lease_cost_annual asset_depreciation_or_replacement_cost_annual asset_insurance_cost_annual where owned by Assets asset_registration_cost_annual where owned by Assets
03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,1152,assets,asset_insurance_cost_annual,snake_case,brief_variable,ownership,asset_lease_cost_annual asset_depreciation_or_replacement_cost_annual asset_insurance_cost_annual where owned by Assets asset_registration_cost_annual where owned by Assets asset_other_ownership_cost_annual
03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,1153,assets,asset_registration_cost_annual,snake_case,brief_variable,ownership,asset_depreciation_or_replacement_cost_annual asset_insurance_cost_annual where owned by Assets asset_registration_cost_annual where owned by Assets asset_other_ownership_cost_annual total_asset_cost_annual
03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,1154,assets,asset_other_ownership_cost_annual,snake_case,brief_variable,ownership,asset_insurance_cost_annual where owned by Assets asset_registration_cost_annual where owned by Assets asset_other_ownership_cost_annual total_asset_cost_annual total_productive_asset_cost_annual
03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,1155,assets,total_asset_cost_annual,snake_case,brief_variable,ownership,asset_registration_cost_annual where owned by Assets asset_other_ownership_cost_annual total_asset_cost_annual total_productive_asset_cost_annual total_non_productive_asset_cost_annual
03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,1156,assets,total_productive_asset_cost_annual,snake_case,brief_variable,ownership,asset_other_ownership_cost_annual total_asset_cost_annual total_productive_asset_cost_annual total_non_productive_asset_cost_annual
03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,1157,assets,total_non_productive_asset_cost_annual,snake_case,brief_variable,ownership,total_asset_cost_annual total_productive_asset_cost_annual total_non_productive_asset_cost_annual Rules:
03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,1167,assets,utilisation_hours_per_week,snake_case,brief_variable,ownership,## 13.4 Asset utilisation variables utilisation_hours_per_week utilisation_hours_annual default_utilisation_hours_per_week
03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,1184,assets,required_asset_recovery_rate,snake_case,calculation_field,calculation,## 13.5 Asset recovery variables required_asset_recovery_rate asset_recovery_rate_status
03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,1185,assets,asset_recovery_rate_status,snake_case,status_field,calculation,required_asset_recovery_rate asset_recovery_rate_status Formula:
03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,1189,assets,required_asset_recovery_rate,snake_case,calculation_field,calculation,Formula: required_asset_recovery_rate = asset_ownership_cost_annual / utilisation_hours_annual
03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,1190,assets,asset_ownership_cost_annual,snake_case,calculation_field,calculation,required_asset_recovery_rate = asset_ownership_cost_annual / utilisation_hours_annual If utilisation_hours_annual = 0 and asset has cost:
03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,1190,assets,utilisation_hours_annual,snake_case,calculation_field,calculation,required_asset_recovery_rate = asset_ownership_cost_annual / utilisation_hours_annual If utilisation_hours_annual = 0 and asset has cost:
03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,1192,assets,utilisation_hours_annual,snake_case,calculation_field,calculation,asset_ownership_cost_annual / utilisation_hours_annual If utilisation_hours_annual = 0 and asset has cost: required_asset_recovery_rate = 0
03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,1194,assets,required_asset_recovery_rate,snake_case,calculation_field,calculation,If utilisation_hours_annual = 0 and asset has cost: required_asset_recovery_rate = 0 asset_recovery_rate_status = invalid_zero_utilisation_hours
03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,1195,assets,asset_recovery_rate_status,snake_case,status_field,calculation,required_asset_recovery_rate = 0 asset_recovery_rate_status = invalid_zero_utilisation_hours ## 13.6 Productive asset pool variables
03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,1195,assets,invalid_zero_utilisation_hours,snake_case,warning_id,calculation,required_asset_recovery_rate = 0 asset_recovery_rate_status = invalid_zero_utilisation_hours ## 13.6 Productive asset pool variables
03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,1199,assets,productive_asset_rows,snake_case,calculation_field,calculation,## 13.6 Productive asset pool variables productive_asset_rows[] total_productive_asset_burden productive_asset_count
03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,1200,assets,total_productive_asset_burden,snake_case,calculation_field,calculation,productive_asset_rows[] total_productive_asset_burden productive_asset_count productive_asset_recovery_hours
03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,1201,assets,productive_asset_count,snake_case,calculation_field,calculation,productive_asset_rows[] total_productive_asset_burden productive_asset_count productive_asset_recovery_hours
03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,1202,assets,productive_asset_recovery_hours,snake_case,calculation_field,calculation,total_productive_asset_burden productive_asset_count productive_asset_recovery_hours ## 13.7 Asset source pool guardrails
03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,1206,assets,asset_pool_guardrails,snake_case,calculation_field,calculation,## 13.7 Asset source pool guardrails asset_pool_guardrails[] Each row:
03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,1217,assets,allocation_status,snake_case,status_field,calculation,"remaining_pool_amount, over_allocated_amount, allocation_status, warning_message, asset_assignment_count"
03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,1218,assets,warning_message,snake_case,calculation_field,calculation,"over_allocated_amount, allocation_status, warning_message, asset_assignment_count }"
03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,1219,assets,asset_assignment_count,snake_case,calculation_field,calculation,"allocation_status, warning_message, asset_assignment_count }"
03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,1228,assets,review_required,snake_case,warning_id,status_readiness_trust,over_allocated no_source_pool review_required ## 13.8 Asset pool summary
03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,1232,assets,total_available_asset_cost_pool,snake_case,status_or_readiness_field,status_readiness_trust,## 13.8 Asset pool summary total_available_asset_cost_pool total_assigned_asset_cost_pool total_remaining_asset_cost_pool
03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,1233,assets,total_assigned_asset_cost_pool,snake_case,status_or_readiness_field,status_readiness_trust,total_available_asset_cost_pool total_assigned_asset_cost_pool total_remaining_asset_cost_pool total_over_allocated_asset_cost_pool
03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,1234,assets,total_remaining_asset_cost_pool,snake_case,status_or_readiness_field,status_readiness_trust,total_available_asset_cost_pool total_assigned_asset_cost_pool total_remaining_asset_cost_pool total_over_allocated_asset_cost_pool asset_pool_guardrail_status
03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,1235,assets,total_over_allocated_asset_cost_pool,snake_case,status_or_readiness_field,status_readiness_trust,total_assigned_asset_cost_pool total_remaining_asset_cost_pool total_over_allocated_asset_cost_pool asset_pool_guardrail_status
03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,1236,assets,asset_pool_guardrail_status,snake_case,status_field,status_readiness_trust,total_remaining_asset_cost_pool total_over_allocated_asset_cost_pool asset_pool_guardrail_status Allowed asset_pool_guardrail_status values:
03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,1238,assets,asset_pool_guardrail_status,snake_case,status_field,status_readiness_trust,asset_pool_guardrail_status Allowed asset_pool_guardrail_status values: ready
03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,1240,assets,ready,plain,status_field,status_readiness_trust,Allowed asset_pool_guardrail_status values: ready review_required blocked
03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,1246,assets,over_allocated,snake_case,status_or_readiness_field,status_readiness_trust,Rules: If any pool is over_allocated: asset_pool_guardrail_status = blocked
03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,1247,assets,asset_pool_guardrail_status,snake_case,status_field,status_readiness_trust,"If any pool is over_allocated: asset_pool_guardrail_status = blocked If any pool is under_allocated, no_source_pool, or review_required:"
03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,1247,assets,blocked,plain,status_field,status_readiness_trust,"If any pool is over_allocated: asset_pool_guardrail_status = blocked If any pool is under_allocated, no_source_pool, or review_required:"
03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,1249,assets,no_source_pool,snake_case,status_or_readiness_field,status_readiness_trust,"asset_pool_guardrail_status = blocked If any pool is under_allocated, no_source_pool, or review_required: asset_pool_guardrail_status = review_required"
03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,1249,assets,review_required,snake_case,warning_id,status_readiness_trust,"asset_pool_guardrail_status = blocked If any pool is under_allocated, no_source_pool, or review_required: asset_pool_guardrail_status = review_required"
03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,1249,assets,under_allocated,snake_case,status_or_readiness_field,status_readiness_trust,"asset_pool_guardrail_status = blocked If any pool is under_allocated, no_source_pool, or review_required: asset_pool_guardrail_status = review_required"
03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,1250,assets,asset_pool_guardrail_status,snake_case,status_field,status_readiness_trust,"If any pool is under_allocated, no_source_pool, or review_required: asset_pool_guardrail_status = review_required Else:"
03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,1250,assets,review_required,snake_case,warning_id,status_readiness_trust,"If any pool is under_allocated, no_source_pool, or review_required: asset_pool_guardrail_status = review_required Else:"
03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,1253,assets,asset_pool_guardrail_status,snake_case,status_field,status_readiness_trust,Else: asset_pool_guardrail_status = ready ## 13.9 Asset warnings
03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,1253,assets,ready,plain,status_field,status_readiness_trust,Else: asset_pool_guardrail_status = ready ## 13.9 Asset warnings
03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,1257,assets,assets_warnings,snake_case,warning_id,warnings,## 13.9 Asset warnings assets_warnings[] Required warning IDs:
03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,1261,assets,asset_zero_utilisation_hours,snake_case,warning_id,warnings,Required warning IDs: asset_zero_utilisation_hours asset_cost_without_utilisation asset_pool_over_allocated
03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,1262,assets,asset_cost_without_utilisation,snake_case,warning_id,warnings,asset_zero_utilisation_hours asset_cost_without_utilisation asset_pool_over_allocated asset_pool_no_source
03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,1263,assets,asset_pool_over_allocated,snake_case,warning_id,warnings,asset_zero_utilisation_hours asset_cost_without_utilisation asset_pool_over_allocated asset_pool_no_source asset_pool_under_allocated
03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,1264,assets,asset_pool_no_source,snake_case,warning_id,warnings,asset_cost_without_utilisation asset_pool_over_allocated asset_pool_no_source asset_pool_under_allocated productive_asset_missing_cost
03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,1265,assets,asset_pool_under_allocated,snake_case,warning_id,warnings,asset_pool_over_allocated asset_pool_no_source asset_pool_under_allocated productive_asset_missing_cost asset_data_missing
03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,1266,assets,productive_asset_missing_cost,snake_case,warning_id,warnings,asset_pool_no_source asset_pool_under_allocated productive_asset_missing_cost asset_data_missing
03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,1267,assets,asset_data_missing,snake_case,warning_id,warnings,asset_pool_under_allocated productive_asset_missing_cost asset_data_missing ## 13.10 Readiness variables
03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,1271,assets,assets_ready,snake_case,readiness_field,status_readiness_trust,## 13.10 Readiness variables assets_ready assets_status assets_warnings
03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,1272,assets,assets_status,snake_case,status_field,status_readiness_trust,assets_ready assets_status assets_warnings assets_warning_count
03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,1273,assets,assets_warnings,snake_case,warning_id,status_readiness_trust,assets_ready assets_status assets_warnings assets_warning_count assets_model_trust_state
03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,1274,assets,assets_warning_count,snake_case,warning_id,status_readiness_trust,assets_status assets_warnings assets_warning_count assets_model_trust_state
03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,1275,assets,assets_model_trust_state,snake_case,trust_state_field,status_readiness_trust,assets_warnings assets_warning_count assets_model_trust_state ## 13.11 Downstream consumers
03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,1286,assets,total_asset_cost_annual,snake_case,downstream_consumed_field,downstream_consumption,Cost Summary consumes: - total_asset_cost_annual Cost Allocation consumes:
03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,1300,assets,required_asset_recovery_rate,snake_case,downstream_consumed_field,downstream_consumption,Rate Builder consumes: - required_asset_recovery_rate - productive asset burden - Cost Allocation asset group assignments
03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,1348,assets,asset_finance_interest_excluded,snake_case,brief_variable,ownership,## 14.3 Asset finance exclusion variables asset_finance_interest_excluded asset_finance_interest_excluded_amount adjusted_general_overheads_benchmark
03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,1349,assets,asset_finance_interest_excluded_amount,snake_case,brief_variable,ownership,asset_finance_interest_excluded asset_finance_interest_excluded_amount adjusted_general_overheads_benchmark
03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,1350,assets,adjusted_general_overheads_benchmark,snake_case,brief_variable,ownership,asset_finance_interest_excluded asset_finance_interest_excluded_amount adjusted_general_overheads_benchmark Formula:
03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,1354,assets,adjusted_general_overheads_benchmark,snake_case,calculation_field,calculation,Formula: adjusted_general_overheads_benchmark = gross_general_overheads_benchmark - asset_finance_interest_excluded_amount
03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,1355,assets,asset_finance_interest_excluded_amount,snake_case,calculation_field,calculation,adjusted_general_overheads_benchmark = gross_general_overheads_benchmark - asset_finance_interest_excluded_amount Purpose:
